record_type	query_ordinal_namespace	query_source_ordinal	target_ordinal_namespace	target_source_ordinal	query_id	target_id	query_sha256	target_sha256	query_region	target_region	pair_digest	source_receipt_path	exclusion_reason
pair	phase3_application_role_ordinal	33	phase3_application_role_ordinal	652	aq033	at0652	8a339029600f81e08c4c1c0652de1466837e863dee6aee2dcd0e3f2b3c40231e	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	a50de1870cd4143407a7ca62675c26e3ba9181c2f0f0f816e6d22ec42e94d916	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	33	phase3_application_role_ordinal	260	aq033	at0260	8a339029600f81e08c4c1c0652de1466837e863dee6aee2dcd0e3f2b3c40231e	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	58e1d0d1e2f72c6381e3db20f1e24e3e28973e58ab928c2626475c99d75c730b	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	36	phase3_application_role_ordinal	199	aq036	at0199	8e5afb1a2b6c8db6fb222319675e011ce25ab0809d9eeb5a55614fe33e39e891	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	full	full	5962b2cfa333b1b8ba07e3b4e2a2c55cb5c18f838cf7bf8878f0be4ab172c6b3	paper/bioinformatics/canonical_hybrid_v2_performance_workloads.tsv	canonical_hybrid_v2_performance_pilot
pair	phase3_application_role_ordinal	36	phase3_application_role_ordinal	432	aq036	at0432	8e5afb1a2b6c8db6fb222319675e011ce25ab0809d9eeb5a55614fe33e39e891	5e3f1868e23a1ae7a757da2edfa96ef6fe38bfd68d3b47a16d7ba4b02594e9cb	full	full	fe04443fff62d177c7710652445055eecddb61c8468e5c018f2f2d3181973beb	paper/bioinformatics/canonical_hybrid_v2_performance_workloads.tsv	canonical_hybrid_v2_performance_pilot
pair	phase3_application_role_ordinal	48	phase3_application_role_ordinal	18	aq048	at0018	90dad83d2658a8b5c0b8959b08b78bea999e275ddebea6fa4d57cba2c9aff51a	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	full	full	a2fe0c7ae3ba7966da39227968a1e7ebb0980e9ba734719eec9225672b30651b	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	48	phase3_application_role_ordinal	195	aq048	at0195	90dad83d2658a8b5c0b8959b08b78bea999e275ddebea6fa4d57cba2c9aff51a	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	full	full	f6c58e185c480d07ed764d76410f21ae4025f102cf93eac31c5cfc7eb71ddada	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	48	phase3_application_role_ordinal	652	aq048	at0652	90dad83d2658a8b5c0b8959b08b78bea999e275ddebea6fa4d57cba2c9aff51a	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	873af4c21be7391331146c57d33c52cc44e694fec1b9ba082fc8448597043816	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	48	phase3_application_role_ordinal	260	aq048	at0260	90dad83d2658a8b5c0b8959b08b78bea999e275ddebea6fa4d57cba2c9aff51a	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	a4b232e69e83a3731c27cd0a83f579c6bf7f232d46af1859c7b5bd8ab73dc699	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	14	phase3_application_role_ordinal	18	aq014	at0018	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	full	full	5b26321ff177b3dc93e31e090c4643d7d77b42643e29a05d1c11bf847cde868d	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	14	phase3_application_role_ordinal	195	aq014	at0195	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	full	full	151c11f3b180f9aeb0130ff3cf9ac3b3de37efec4347d4d4f2d3da1adee45a62	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	14	phase3_application_role_ordinal	652	aq014	at0652	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	543ab4a9a0da9a909a10d919aa1a7dcbf1ea07c4e9a9e7e0bb36d80166106d23	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	14	phase3_application_role_ordinal	260	aq014	at0260	9cd73ba9bb956118008456f67fd19d3c2f640c5ac6816baf6f315da3ab1d78db	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	c84949644a4114451ab9ea930b756002549f2d3ce57a7cc13a61bf16735ac165	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	37	phase3_application_role_ordinal	18	aq037	at0018	b2655e83b7c6d832e028a1817ab1d86f519f26e173e12a7f1d124c79be1eaff4	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	full	full	e15bc8520da64dbebc750cc622a2e1aa0b0a907dae12c1571608b1e6c5e83910	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	37	phase3_application_role_ordinal	195	aq037	at0195	b2655e83b7c6d832e028a1817ab1d86f519f26e173e12a7f1d124c79be1eaff4	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	full	full	dd2a9c47b2b89c6606c4ac2b0389fce0a39d4eb9cbb4b612915c20f55fa12a1f	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	37	phase3_application_role_ordinal	652	aq037	at0652	b2655e83b7c6d832e028a1817ab1d86f519f26e173e12a7f1d124c79be1eaff4	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	acbdb9d329f6ea43db8f84a55f76caae28829cfe1a762fdb0498837db1a0c764	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	37	phase3_application_role_ordinal	260	aq037	at0260	b2655e83b7c6d832e028a1817ab1d86f519f26e173e12a7f1d124c79be1eaff4	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	acf87d4407fdce8d11619ac4a4a23c814addeb978fb2765133875182af362d54	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	8	phase3_application_role_ordinal	18	aq008	at0018	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	full	full	3223b861650b8c142679f68dadcadadd76876235d4cf93172036cedfa839c584	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	8	phase3_application_role_ordinal	195	aq008	at0195	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	full	full	838134f42d02578b6bf2cb1bfa75cff5d309726d274a371de91d47851ddaf13d	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	8	phase3_application_role_ordinal	652	aq008	at0652	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	d4d3554559a9c68431eb11969007fdf3955a149628ad482c505ad9fa787bbfa2	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	8	phase3_application_role_ordinal	260	aq008	at0260	bab192889972e6fc9a5cb766a8b3a722cd4c97ec0ee1d3527ae804c45c4c93af	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	0b19d0a5e5744ae61398a2048d270cd7771258c3bc91629d78580af649a9a632	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	3	phase3_application_role_ordinal	18	aq003	at0018	bc5a0425ceb4968b62216e5b0089ff5cb2cd18c0abc4287367c5a50989cd9bfa	2fe2f0ccd0808778a2699709160f2dba14b8f912d6d1851fa6c66ab3dc0da2c2	full	full	a7a164245ea15c7412485ea5f15544ceb4496fef47767540af1a7a002d45282d	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	3	phase3_application_role_ordinal	195	aq003	at0195	bc5a0425ceb4968b62216e5b0089ff5cb2cd18c0abc4287367c5a50989cd9bfa	8c12c883ba773e1d6290eef5baa7f13d2a5bca6bd909caf6e971e0201cb860f2	full	full	93415fef297e1d469b282119ebea18b0e0435276e58a13044447791743577986	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	3	phase3_application_role_ordinal	652	aq003	at0652	bc5a0425ceb4968b62216e5b0089ff5cb2cd18c0abc4287367c5a50989cd9bfa	e1d6e517851f9f88fe22a1995aaaac5b667423bdba3b4478911e2595dd26538c	full	full	f1a4aae165c72b0792efda6010965e14c2f522a8d49d44a5a56342adf97113f7	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	3	phase3_application_role_ordinal	260	aq003	at0260	bc5a0425ceb4968b62216e5b0089ff5cb2cd18c0abc4287367c5a50989cd9bfa	e4dd2ecb30026c7cccf72b245c30cec49ebfb006b5a3f2b7ce447b34dacd80e1	full	full	e9f8b6e84800623a0041c703147c164304cf35f11bd31aceb5f1e6cbd3e0f912	paper/bioinformatics/canonical_hybrid_v2_holdout_workloads.tsv	canonical_hybrid_v2_fresh_holdout
pair	phase3_application_role_ordinal	5	phase3_application_role_ordinal	199	aq005	at0199	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	377c3d9987139b51cd9b107235a8bf80c888cc108c5cbc2620eb75e1d96b4ba2	full	full	2ef5817a21760a3c9661a2e40e3dccacb963d4df9fe4fd5873921c402a0c35c4	paper/bioinformatics/canonical_hybrid_v2_performance_workloads.tsv	canonical_hybrid_v2_performance_pilot
pair	phase3_application_role_ordinal	5	phase3_application_role_ordinal	432	aq005	at0432	c5e6bb79c9d119b478cbcae47538a72a42598683eaebdfe03c3e717cd684f5f1	5e3f1868e23a1ae7a757da2edfa96ef6fe38bfd68d3b47a16d7ba4b02594e9cb	full	full	92f9da7f8ef33d97ef5d29f813075332cf4c0b458f70b96837ed3580ea43b7ff	paper/bioinformatics/canonical_hybrid_v2_performance_workloads.tsv	canonical_hybrid_v2_performance_pilot
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	MEG3	chr11_center_2mb	c67150e68d7b4e97de72704aebcac52d2bd3342a200715484e99fff2f015e15d	5a45b92f2d9cbc494214203ea2c1b334c0b43dcacea3faf5909b86ccda1a57dd	0:1582	slice:66543311-68543311	18bcc3991b34fcb87070c85f8745d334162d52dd3d7099a56f84630cffb9ced7	paper/workload_manifest.tsv	historical_development_or_paper_workload
pair	phase2_holdout_role_ordinal	3	phase2_holdout_role_ordinal	1	hq03	ht01	d31c99fa1234e35c4d945a36b9afe96c9826f774ed6dad3c1aa44ece47d69c8a	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	full	full	4e4902dfdfdacb2780bb29d5c35fd1b0686e0efa88071aee5175680e5c8e4199	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	3	phase2_holdout_role_ordinal	2	hq03	ht02	d31c99fa1234e35c4d945a36b9afe96c9826f774ed6dad3c1aa44ece47d69c8a	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	full	full	cc887cb8fe251104104509e0f306908057c5cca0bfcecd36e057064d2afa4e2b	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	7	phase2_holdout_role_ordinal	1	hq07	ht01	e36511c9c66a68f854ffc54ed9a0b7b9e553a0871eb4b901fdc113500102b77e	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	full	full	9559cf9b9e11a510d187af3f69ac5226b9a40f1cb06754dd7b9bf992ed227602	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	7	phase2_holdout_role_ordinal	2	hq07	ht02	e36511c9c66a68f854ffc54ed9a0b7b9e553a0871eb4b901fdc113500102b77e	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	full	full	e45bc8d62a54f29aa059a27bfd4aa8df3cd5f106d111f5ab7ba6c3486886c9d1	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	1	phase2_holdout_role_ordinal	1	hq01	ht01	e6f49cc6e21c70f84017c331f2b1096a79befef92e2f90948ab60f8409e5b3fa	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	full	full	722c89bbbde89fdfd961bc862abbe0f74bba6f9368974fa3e9ea5dbc4ec7757d	paper/bioinformatics/holdout_manifest.tsv;paper/bioinformatics/holdout_summary.json	canonical_hybrid_v2_regression;phase2_correctness_holdout;phase2_fixed_pilot
pair	phase2_holdout_role_ordinal	1	phase2_holdout_role_ordinal	2	hq01	ht02	e6f49cc6e21c70f84017c331f2b1096a79befef92e2f90948ab60f8409e5b3fa	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	full	full	7440c3590c59d19d220cfe4c79ef10091d4c47205297dcfd2fa7948a8549d7a0	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	9	phase2_holdout_role_ordinal	1	hq09	ht01	ede5247e8fb0c4217a2fa61cb621a91b0b0b111ad3510c8029863f9416ada78e	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	full	full	78642645712cda36c3ab59c0a438410e0035a93047a7ee4570bac934dc44d611	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	phase2_holdout_role_ordinal	9	phase2_holdout_role_ordinal	2	hq09	ht02	ede5247e8fb0c4217a2fa61cb621a91b0b0b111ad3510c8029863f9416ada78e	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	full	full	49c0562123fb8ddfcf7aef884a636ddb14829b9338a22b5c9332b8ddf0665a42	paper/bioinformatics/holdout_manifest.tsv	canonical_hybrid_v2_regression;phase2_correctness_holdout
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	KCNQ1OT1	chr21_center_2mb	f8883e1855017b7a28576770a8c8476a8eb1adbfcbef08d55c6dc74c49a86cc4	35c71b68436d1a278ecb6a1e875af3ba4020738a028a7feac769a6d62790ae1f	0:2812	slice:22354991-24354991	e6c900c79fa9358f17e917fc00b81a68ea01f9f81ac6e0d21cc8f436cbd90652	paper/workload_manifest.tsv	historical_development_or_paper_workload
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	KCNQ1OT1	chr11_center_2mb	f8883e1855017b7a28576770a8c8476a8eb1adbfcbef08d55c6dc74c49a86cc4	5a45b92f2d9cbc494214203ea2c1b334c0b43dcacea3faf5909b86ccda1a57dd	89619:91667	slice:66543311-68543311	09185d596bc6da3c510bd455a8c7d328d8dc6411aa51217fd283de886b844963	paper/workload_manifest.tsv	historical_development_or_paper_workload
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	KCNQ1OT1	chr22_full	f8883e1855017b7a28576770a8c8476a8eb1adbfcbef08d55c6dc74c49a86cc4	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	0:2048	full	0d068fd54206ea6e9bf8642b6d9203fd32bae455befcad5f3f933808d14df6ee	paper/workload_manifest.tsv	historical_development_or_paper_workload
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	KCNQ1OT1	chr22_full	f8883e1855017b7a28576770a8c8476a8eb1adbfcbef08d55c6dc74c49a86cc4	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	0:91667	full	3d4f6e546d2e5cd1dde18e1d5c91a2f36a679f28f71ab5958b37fd5e81511530	paper/workload_manifest.tsv	historical_development_or_paper_workload
pair	historical_workload_manifest	NA	historical_workload_manifest	NA	KCNQ1OT1	chr22_center_2mb	f8883e1855017b7a28576770a8c8476a8eb1adbfcbef08d55c6dc74c49a86cc4	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	45321:46345	slice:24409234-26409234	fe9f0ac0d612f47001377daa3a7c45325f4ad0518b7433b80e9ca41775179fbb	paper/workload_manifest.tsv	historical_development_or_paper_workload
query_only	historical_development	NA	NA	NA	g10-g12	NA	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g07	NA	1fae4a9b32a7512568f1774dbeb2ed974ebe0b153e3bc4e809f5e756cb42816b	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g01	NA	20ad7cfcfb6ac1133cdbe9171227845d00bac1910b126d168dbb0a336aff6785	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g05	NA	5520cd65a2d47eafec7ebd959cccda5e35bc6ca039bc798eebb6f61c5779e460	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g08	NA	8cb66a50fee868d7f54fc2a9d80d21ed66c7ef43ef5313b744d0ba908e1592aa	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g03	NA	980a17b15fa176766a43e2165396b763755c295539df773b5cd04448bf7e8a43	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g09	NA	a5a3608f18f4983f0c19f0bb3e393d20c9f6268c84dd137ec31a628827448190	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g06	NA	ac765d5fc312a1172951a694ec844f61420c7f011b6c6924ae6db38990f0a911	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g04	NA	ef19c282d5ceb65b2b231bf516633a83b8d3285b5cdf3e1b9f447c7af2163aeb	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g02	NA	f05ed0b780d5b7ab4b02948049e113eeb918eec89055bab890a0276d82560356	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
query_only	historical_development	NA	NA	NA	g13	NA	fd793e663aa9636bb1b3ca2219effb1eab7a3570f436f62292da095a271095ab	NA	as_recorded	NA	NA	paper/bioinformatics/development_query_exclusions.tsv	historical_development_query
