attempt_id	execution_order	workload_id	workload_class	claim_relevant	observation_id	cache_state	profile_mode	returncode	timed_out	outer_wall_seconds	profile_total_seconds	pre_align_seconds	selection_seconds	forward_alignment_seconds	reverse_alignment_seconds	banded_traceback_seconds	backend_bridge_seconds	downstream_triplex_conversion_seconds	stability_identity_nt_seconds	clustering_ranking_sort_seconds	serialization_io_seconds	wrapper_other_seconds	process_wrapper_seconds	stage_sum_seconds	p_strict_ssw	p_backend_addressable	maximum_speedup_infinite	required_backend_speedup	output_digest	paired_output_equal	profile_stack_errors	profile_active_depth	profile_max_depth	max_rss_kib	cache_drop_hint	binary_sha256	git_commit	query_file_sha256	target_file_sha256	artifact_receipt
p1v2_large_h19_chr22_o02_profile_on	33	large_h19_chr22	claim_relevant_large	1	2	steady_state	profile_on	0	0	2302.08799239	2301.87717738	409.354263999	5.82964892	322.824498705	260.911914428	66.865882921	360.862824272	41.961782405	6.179305712	1.407991354	1.403263895	824.275800765	0.210815011125	2302.08799239	0.462965018061	0.619719592806	2.62963850117		c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1	0	0	3	3761968	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o02_profile_on/attempt.json
p1v2_large_h19_chr22_o02_profile_off	34	large_h19_chr22	claim_relevant_large	1	2	steady_state	profile_off	0	0	2319.08007136																			c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1				3779284	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o02_profile_off/attempt.json
p1v2_large_h19_chr22_o03_profile_off	35	large_h19_chr22	claim_relevant_large	1	3	steady_state	profile_off	0	0	2310.02210168																			c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1				3779336	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o03_profile_off/attempt.json
p1v2_large_h19_chr22_o03_profile_on	36	large_h19_chr22	claim_relevant_large	1	3	steady_state	profile_on	0	0	2318.75283975	2318.51623779	411.798092738	5.879803138	325.289588592	263.272606694	67.085130967	363.021931033	41.929448452	6.173013132	1.417647021	1.475462004	831.173514016	0.23660196687	2318.75283975	0.462889016771	0.619448148391	2.62776280229		c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1	0	0	3	3762260	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o03_profile_on/attempt.json
p1v2_large_h19_chr22_o04_profile_on	37	large_h19_chr22	claim_relevant_large	1	4	steady_state	profile_on	0	0	2315.23294184	2315.01145065	411.375650629	5.763708748	324.931846314	263.019175755	67.061768732	362.943084171	41.853565309	6.173339215	1.400076966	1.510966794	828.978268018	0.22149119094	2315.23294184	0.463086081233	0.619849177339	2.6305348835		c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1	0	0	3	3762344	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o04_profile_on/attempt.json
p1v2_large_h19_chr22_o04_profile_off	38	large_h19_chr22	claim_relevant_large	1	4	steady_state	profile_off	0	0	2311.31008331																			c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1				3779252	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o04_profile_off/attempt.json
p1v2_large_h19_chr22_o05_profile_off	39	large_h19_chr22	claim_relevant_large	1	5	steady_state	profile_off	0	0	2330.07188691																			c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1				3779324	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o05_profile_off/attempt.json
p1v2_large_h19_chr22_o05_profile_on	40	large_h19_chr22	claim_relevant_large	1	5	steady_state	profile_on	0	0	2306.24830539	2306.04147053	410.045234108	5.778743467	323.879335252	261.766334474	66.892968005	361.24586442	41.786509527	6.11804977	1.39456169	1.39926718	825.734602635	0.206834860028	2306.24830539	0.463247002853	0.619884891139	2.63078203599		c1d9562fb8654020769057d8fe596571cbffeb92de1eda4dd67192243ec0cf3d	1	0	0	3	3762096	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	7d94fb9515b0fa63dbe8fb62e01bb50616760ce80eeef29ec9c3893af8040f4e	ce3ee1ca39356238f7aee438a40a88b4f1b9d80b316b263e16fb12402212d10f	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_large_h19_chr22_o05_profile_on/attempt.json
p1v2_application_aq005_at0199_o01_profile_off	41	application_aq005_at0199	application_like_consumed	0	1	cold_advisory	profile_off	0	0	0.114376096986																			31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1				8460	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o01_profile_off/attempt.json
p1v2_application_aq005_at0199_o01_profile_on	42	application_aq005_at0199	application_like_consumed	0	1	cold_advisory	profile_on	0	0	0.11466223211	0.074943458	0.011771546	0.000376912	0.004672695	0.004462668	0.002120527	0.004712456	0.00334208	0.000432884	9.5549e-05	0.001029915	0.041926226	0.0397187741103	0.11466223211	0.204115579902	0.245214169326	1.32487913705		31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1	0	0	3	8500	advised;advised	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o01_profile_on/attempt.json
p1v2_application_aq005_at0199_o02_profile_on	43	application_aq005_at0199	application_like_consumed	0	2	steady_state	profile_on	0	0	0.114542333176	0.061739879	0.00997665	0.000315328	0.003862019	0.003659968	0.001729043	0.004005128	0.002716778	0.000358442	8.0749e-05	0.000225841	0.034809933	0.0528024541764	0.114542333176	0.170618211259	0.205584567269	1.25878722744		31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1	0	0	3	8332	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o02_profile_on/attempt.json
p1v2_application_aq005_at0199_o02_profile_off	44	application_aq005_at0199	application_like_consumed	0	2	steady_state	profile_off	0	0	0.114547643112																			31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1				8404	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o02_profile_off/attempt.json
p1v2_application_aq005_at0199_o03_profile_off	45	application_aq005_at0199	application_like_consumed	0	3	steady_state	profile_off	0	0	0.11492300895																			31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1				8520	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o03_profile_off/attempt.json
p1v2_application_aq005_at0199_o03_profile_on	46	application_aq005_at0199	application_like_consumed	0	3	steady_state	profile_on	0	0	0.114773117006	0.068422118	0.010880288	0.000347472	0.004307238	0.004064074	0.001940556	0.004349703	0.00305995	0.000398518	9.0567e-05	0.000324329	0.038659423	0.0463509990058	0.114773117006	0.187671369062	0.225569642747	1.29127169491		31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1	0	0	3	8484	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o03_profile_on/attempt.json
p1v2_application_aq005_at0199_o04_profile_on	47	application_aq005_at0199	application_like_consumed	0	4	steady_state	profile_on	0	0	0.0644871410914	0.060194352	0.009664072	0.000307847	0.003721303	0.003571274	0.001685088	0.003852853	0.00283697	0.000349027	8.0494e-05	0.000236782	0.033888642	0.00429278909138	0.0644871410914	0.293850582912	0.353596649101	1.5470216833		31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1	0	0	3	8404	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o04_profile_on/attempt.json
p1v2_application_aq005_at0199_o04_profile_off	48	application_aq005_at0199	application_like_consumed	0	4	steady_state	profile_off	0	0	0.114284922136																			31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1				8460	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o04_profile_off/attempt.json
p1v2_application_aq005_at0199_o05_profile_off	49	application_aq005_at0199	application_like_consumed	0	5	steady_state	profile_off	0	0	0.114658662118																			31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1				8308	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o05_profile_off/attempt.json
p1v2_application_aq005_at0199_o05_profile_on	50	application_aq005_at0199	application_like_consumed	0	5	steady_state	profile_on	0	0	0.114774633199	0.083718484	0.013431309	0.000446405	0.005314999	0.005091136	0.002430515	0.005340841	0.003844897	0.000497588	0.000117694	0.000386249	0.046816851	0.031056149199	0.114774633199	0.2327549499	0.279288237362	1.38751724592		31330d722141ec23c02ecb0abae4647e52407c6b22d8bc042365353e4f4f2990	1	0	0	3	8540	not_requested	f8a6bc18c1a7131761e0d44030f65903f82587c82c1204f99dd119cc5b4bb13f	dc9f45b6744ee066eef243a449eb7cbb0be396df	a29f6bd6b84b79c9bc6f728ed8c6080eeb1ae18dc0cd27c55a2eed6e2efd66bc	6faa299bddd51b8be2cd5172ce080a57283be634f6fc4dd2c0c132bf73fd8f51	.paper-artifacts/ssw-cuda-v1/phase1/profile-runs-v2/p1v2_application_aq005_at0199_o05_profile_on/attempt.json
