dataset_id	outer_lncRNA_id	region_id	label	target_chromosome	arm	region_score	valid_row_count
bte_hottip_gse114981	lncrna_hottip	bt5_1b307e0329cb8653b812001a	0	chr3	G	97	9
bte_hottip_gse114981	lncrna_hottip	bt5_1b5beaff03692cc56477ba16	0	chr3	G	103	11
bte_hottip_gse114981	lncrna_hottip	bt5_1b5f05b1256f0212a5ca1226	0	chr16	G	110	21
bte_hottip_gse114981	lncrna_hottip	bt5_1b8332db8b1c9c1fc84e6400	0	chr3	G	85	3
bte_hottip_gse114981	lncrna_hottip	bt5_1ca9c3785ffb023ca7fb46a9	0	chr14	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_1cd18d885a11c9e431c50166	0	chr8	G	102	4
bte_hottip_gse114981	lncrna_hottip	bt5_1d7d64269f8f87d9a3ce7292	0	chr1	G	129	9
bte_hottip_gse114981	lncrna_hottip	bt5_1db704a44669c090b7d7ea5c	0	chr17	G	135	28
bte_hottip_gse114981	lncrna_hottip	bt5_1e0f48be8cc6769007b04da7	0	chr4	G	101	15
bte_hottip_gse114981	lncrna_hottip	bt5_1e26b794f42a757f4b5e997a	0	chr10	G	92	4
bte_hottip_gse114981	lncrna_hottip	bt5_1e4054c227ea3def2137e363	0	chr5	G	97	6
bte_hottip_gse114981	lncrna_hottip	bt5_1ed7c64d35594e978bda51b3	0	chr1	G	97	5
bte_hottip_gse114981	lncrna_hottip	bt5_1f07791608d13996d27901b6	0	chr9	G	105	34
bte_hottip_gse114981	lncrna_hottip	bt5_1f21a748d3315adb727c2dee	0	chr14	G	86	1
bte_hottip_gse114981	lncrna_hottip	bt5_1f736000cee797644cf914e3	0	chrY	G	151	9
bte_hottip_gse114981	lncrna_hottip	bt5_1fce230e42d7523bfec5b1e8	0	chr12	G	104	5
bte_hottip_gse114981	lncrna_hottip	bt5_203b5fa00c1d62c23e965d5f	0	chr3	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_20560a56137afd32299c5a6e	0	chr5	G	114	19
bte_hottip_gse114981	lncrna_hottip	bt5_205b732fb3f2f7ffe9a0dfcc	0	chr3	G	94	15
bte_hottip_gse114981	lncrna_hottip	bt5_20c82e296893bd251266836f	0	chr7	G	88	1
bte_hottip_gse114981	lncrna_hottip	bt5_20d163453191c55145dbb10b	0	chr16	G	101	25
bte_hottip_gse114981	lncrna_hottip	bt5_20d54e5bffa6004e267f77e0	0	chr3	G	105	29
bte_hottip_gse114981	lncrna_hottip	bt5_210efba4a613a824652741ab	0	chr4	G	106	11
bte_hottip_gse114981	lncrna_hottip	bt5_21200dc356f00c17bc88d854	0	chr4	G	103	11
bte_hottip_gse114981	lncrna_hottip	bt5_212ab4368524711fae470140	0	chr6	G	102	6
bte_hottip_gse114981	lncrna_hottip	bt5_219fe25b8cc2c2f8742d07ed	1	chr6	G	96	10
bte_hottip_gse114981	lncrna_hottip	bt5_21efaea4bece4b6ef1da3699	0	chr19	G	112	36
bte_hottip_gse114981	lncrna_hottip	bt5_21f863737a4659fdc61aeb58	1	chr11	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_22101e9d58663fe7b20a7b3b	0	chr1	G	101	5
bte_hottip_gse114981	lncrna_hottip	bt5_22105d49bb4814bd475f2478	0	chr12	G	70	1
bte_hottip_gse114981	lncrna_hottip	bt5_2262d30660a42a8e39d14013	0	chr17	G	98	6
bte_hottip_gse114981	lncrna_hottip	bt5_2355bb87bff5ea48397e6987	0	chr7	G	133	12
bte_hottip_gse114981	lncrna_hottip	bt5_23f792d7bb548acf52eb6726	0	chr14	G	88	3
bte_hottip_gse114981	lncrna_hottip	bt5_241b848834342a381cf7eec1	0	chr1	G	82	1
bte_hottip_gse114981	lncrna_hottip	bt5_24860b7e19b9bbbe72c076ad	0	chr3	G	105	11
bte_hottip_gse114981	lncrna_hottip	bt5_24a7a42660e2dd541f702009	0	chr13	G	92	7
bte_hottip_gse114981	lncrna_hottip	bt5_24a91ce75f20e0bf63b6ee41	0	chr10	G	109	10
bte_hottip_gse114981	lncrna_hottip	bt5_24efd1942036ab14347501c3	0	chr3	G	101	11
bte_hottip_gse114981	lncrna_hottip	bt5_254b74a7d2ca90ff0ad03e24	0	chr2	G	89	4
bte_hottip_gse114981	lncrna_hottip	bt5_255c87afffac78af86245ffc	1	chr8	G	108	26
bte_hottip_gse114981	lncrna_hottip	bt5_2560480cb0a0bfdb895313d9	0	chr19	G	134	32
bte_hottip_gse114981	lncrna_hottip	bt5_25ce44a0b1fa87ea4f62031e	0	chr15	G	109	5
bte_hottip_gse114981	lncrna_hottip	bt5_25eec06b80bd218aa7de66b5	0	chr4	G	84	3
bte_hottip_gse114981	lncrna_hottip	bt5_261f3bd149c77596c46d6264	0	chr8	G	83	2
bte_hottip_gse114981	lncrna_hottip	bt5_264998a5f6f5be6e049908a4	0	chr14	G	86	4
bte_hottip_gse114981	lncrna_hottip	bt5_26685ed10fa01c8d47c89915	0	chr19	G	119	11
bte_hottip_gse114981	lncrna_hottip	bt5_266d24ee39034de202b2ff99	1	chr17	G	108	51
bte_hottip_gse114981	lncrna_hottip	bt5_26e109bcca78437e7a0ba7be	0	chr13	G	119	15
bte_hottip_gse114981	lncrna_hottip	bt5_270cfed72f1c4b69a403495d	0	chr19	G	99	20
bte_hottip_gse114981	lncrna_hottip	bt5_2718ca29515fdef4000ba772	1	chr3	G	76	1
bte_hottip_gse114981	lncrna_hottip	bt5_27409ae158aec7fc5e53bf86	0	chr12	G	88	1
bte_hottip_gse114981	lncrna_hottip	bt5_2760cf4d00de5ffaa5af99fd	0	chr1	G	104	7
bte_hottip_gse114981	lncrna_hottip	bt5_276b3e7deb5c7e7c832b68a2	0	chr16	G	110	14
bte_hottip_gse114981	lncrna_hottip	bt5_27de72cf16ee0cd4a7d11d3b	0	chr14	G	86	9
bte_hottip_gse114981	lncrna_hottip	bt5_27f2772b456c0dfdee0940d2	0	chr2	G	87	3
bte_hottip_gse114981	lncrna_hottip	bt5_2804635d11c3ce4fd7512a92	0	chr2	G	101	21
bte_hottip_gse114981	lncrna_hottip	bt5_2821dbcac151d845d801f9a9	0	chr7	G	96	11
bte_hottip_gse114981	lncrna_hottip	bt5_28231f3d307af9e2a468124e	1	chr9	G	123	29
bte_hottip_gse114981	lncrna_hottip	bt5_284c530307f6e7d76ec91135	0	chr7	G	110	10
bte_hottip_gse114981	lncrna_hottip	bt5_286012e32348484a88163840	0	chr1	G	101	16
bte_hottip_gse114981	lncrna_hottip	bt5_28e0b6263058065078af8cff	0	chr8	G	106	7
bte_hottip_gse114981	lncrna_hottip	bt5_28ef4e57e0783afefba30172	0	chr5	G	90	2
bte_hottip_gse114981	lncrna_hottip	bt5_2905ca639ea84579e141b81f	0	chr3	G	108	18
bte_hottip_gse114981	lncrna_hottip	bt5_2909e9029b9f61f8db60ede6	0	chr12	G	88	8
bte_hottip_gse114981	lncrna_hottip	bt5_29465b6383a2ccad84f6bd43	0	chr10	G	103	7
bte_hottip_gse114981	lncrna_hottip	bt5_2959c92280978273656b501b	1	chr14	G	150	6
bte_hottip_gse114981	lncrna_hottip	bt5_296109c12bd2da2f6c687d76	0	chr19	G	107	22
bte_hottip_gse114981	lncrna_hottip	bt5_29c9942f4fc1d07310322eab	0	chr13	G	113	10
bte_hottip_gse114981	lncrna_hottip	bt5_29dce8b0321c2591cdb0b162	0	chr13	G	108	8
bte_hottip_gse114981	lncrna_hottip	bt5_2a47f951c54e003eddfc6391	0	chr1	G	130	6
bte_hottip_gse114981	lncrna_hottip	bt5_2b2615d44de0305908189c4b	0	chr2	G	111	10
bte_hottip_gse114981	lncrna_hottip	bt5_2b43b9c6fb958b3e8f39b604	0	chr8	G	125	37
bte_hottip_gse114981	lncrna_hottip	bt5_2b5091d82562f7ccedb29b88	0	chr17	G	121	12
bte_hottip_gse114981	lncrna_hottip	bt5_2b64d864eb0df770cbcdb61b	1	chr1	G	117	14
bte_hottip_gse114981	lncrna_hottip	bt5_2b743d34da43de30c99ebfc3	0	chr3	G	93	2
bte_hottip_gse114981	lncrna_hottip	bt5_2bfed41ed482f15b3483a683	1	chr11	G	107	12
bte_hottip_gse114981	lncrna_hottip	bt5_2c203375a1f6001ca0149f87	0	chr19	G	113	14
bte_hottip_gse114981	lncrna_hottip	bt5_2c389c79ad5326945037486e	0	chr4	G	101	4
bte_hottip_gse114981	lncrna_hottip	bt5_2c516c723300bf9d8919e631	0	chr13	G	96	10
bte_hottip_gse114981	lncrna_hottip	bt5_2c55427dc4101faf92419674	0	chr17	G	119	76
bte_hottip_gse114981	lncrna_hottip	bt5_2cc40e793fe26b9322c9b42d	0	chr1	G	98	8
bte_hottip_gse114981	lncrna_hottip	bt5_2cf313508fa9690e91f5692e	0	chr13	G	91	4
bte_hottip_gse114981	lncrna_hottip	bt5_2d8ff3589839772ef72741fb	0	chr15	G	86	5
bte_hottip_gse114981	lncrna_hottip	bt5_2dbf01f70b3cccb5a7c32128	0	chr3	G	98	6
bte_hottip_gse114981	lncrna_hottip	bt5_2e19b2d20f67da92aec7355e	0	chr19	G	97	10
bte_hottip_gse114981	lncrna_hottip	bt5_2e660930215bb2c77bea565c	1	chr8	G	106	22
bte_hottip_gse114981	lncrna_hottip	bt5_2eb9bb8d49037aa94541ffa5	1	chr5	G	83	3
bte_hottip_gse114981	lncrna_hottip	bt5_2ed30b098b948d9e39d6cc58	0	chr6	G	103	7
bte_hottip_gse114981	lncrna_hottip	bt5_2f164a7ae6c855e270f0eaf8	0	chr4	G	81	3
bte_hottip_gse114981	lncrna_hottip	bt5_2fe159ccf98bd2d20df0cd11	0	chr10	G	73	2
bte_hottip_gse114981	lncrna_hottip	bt5_30218f00547a8017e9d29e5d	0	chr3	G	93	5
bte_hottip_gse114981	lncrna_hottip	bt5_303b8e97ea77e76432335ed0	0	chr19	G	109	22
bte_hottip_gse114981	lncrna_hottip	bt5_3047fcd5eaba49fad4e1af39	0	chr14	G	92	3
bte_hottip_gse114981	lncrna_hottip	bt5_30be95e32e373c6133ff1c33	0	chr1	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_30ffc725be3ddd9def13fdcc	0	chr5	G	97	7
bte_hottip_gse114981	lncrna_hottip	bt5_3111a11659601ce34136a793	0	chr17	G	122	23
bte_hottip_gse114981	lncrna_hottip	bt5_31132a1eb6cec3517b45ff7a	0	chr1	G	118	29
bte_hottip_gse114981	lncrna_hottip	bt5_3145f40db62d4cb2617a513c	0	chr6	G	108	31
bte_hottip_gse114981	lncrna_hottip	bt5_3148c6977cdc177cabbf82c9	0	chr2	G	82	6
bte_hottip_gse114981	lncrna_hottip	bt5_3195a2e073a88b7025c4c409	0	chr4	G	91	10
bte_hottip_gse114981	lncrna_hottip	bt5_319f0904047aa2de3a48fbf8	1	chr5	G	95	7
bte_hottip_gse114981	lncrna_hottip	bt5_3250592a58c11686fe7c7e49	1	chr7	G	99	2
bte_hottip_gse114981	lncrna_hottip	bt5_32e3e40cc56d645c855073a1	0	chr11	G	59	1
bte_hottip_gse114981	lncrna_hottip	bt5_33265d98c62438db1c49cc7d	0	chr8	G	127	53
bte_hottip_gse114981	lncrna_hottip	bt5_335a05d30dbd8d19c1163c8b	0	chr1	G	107	15
bte_hottip_gse114981	lncrna_hottip	bt5_336c420ef087e5ac1ac743d4	0	chr12	G	85	1
bte_hottip_gse114981	lncrna_hottip	bt5_33b4805f8404a3f7c7bde033	0	chr19	G	113	29
bte_hottip_gse114981	lncrna_hottip	bt5_33b6cf35ede6bcadd5488abe	1	chr1	G	103	9
bte_hottip_gse114981	lncrna_hottip	bt5_33db3be7b2757bb53fb37dac	0	chr6	G	104	8
bte_hottip_gse114981	lncrna_hottip	bt5_33dba646b64f03003828257f	0	chr3	G	93	6
bte_hottip_gse114981	lncrna_hottip	bt5_33f5e122dd5ebd360f0de09a	1	chr1	G	98	10
bte_hottip_gse114981	lncrna_hottip	bt5_33fe86767bd511ddc80161ae	0	chr1	G	108	13
bte_hottip_gse114981	lncrna_hottip	bt5_346e62d2108e0184d5150f47	1	chr19	G	95	12
bte_hottip_gse114981	lncrna_hottip	bt5_34f31e84ffa422c0e107486a	0	chr19	G	110	29
bte_hottip_gse114981	lncrna_hottip	bt5_351cf54af714af94d9d304c6	0	chr6	G	107	2
bte_hottip_gse114981	lncrna_hottip	bt5_35ebccf4565b3f4786dd3eb9	0	chr6	G	100	7
bte_hottip_gse114981	lncrna_hottip	bt5_361664792c8b4c6310379285	0	chr12	G	70	1
bte_hottip_gse114981	lncrna_hottip	bt5_36b0c50933e6cd9dbba34d2e	1	chr6	G	96	10
bte_hottip_gse114981	lncrna_hottip	bt5_37669099550104a97a43e483	1	chr12	G	106	10
bte_hottip_gse114981	lncrna_hottip	bt5_37efad3c82640d723d4ddae3	0	chr5	G	97	9
bte_hottip_gse114981	lncrna_hottip	bt5_3807fec89144fa2e3349ad92	0	chr8	G	111	12
bte_hottip_gse114981	lncrna_hottip	bt5_39e5a15721d9bc70ebbf63af	0	chr9	G	106	16
bte_hottip_gse114981	lncrna_hottip	bt5_3a0bd7124591909a871b85df	0	chr1	G	102	22
bte_hottip_gse114981	lncrna_hottip	bt5_3a145a3fd873ac26d19d0502	0	chr3	G	108	9
bte_hottip_gse114981	lncrna_hottip	bt5_3a3621c756200d58d372bf60	0	chr12	G	91	5
bte_hottip_gse114981	lncrna_hottip	bt5_3a63c3f41a12cfb08f407f22	1	chr12	G	122	15
bte_hottip_gse114981	lncrna_hottip	bt5_3a652f634c87eabf1064a665	0	chr4	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_3a727bae8baf3d554159dbb2	0	chr17	G	104	24
bte_hottip_gse114981	lncrna_hottip	bt5_3a7bab317bf2b3d6dae6d464	1	chr6	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_3aff01e9a3f2521c9d7b6476	0	chr4	G	99	6
bte_hottip_gse114981	lncrna_hottip	bt5_3b016553341d25cc23e75ce7	1	chr12	G	98	10
bte_hottip_gse114981	lncrna_hottip	bt5_3b8026ac870affa895a87986	0	chr5	G	107	11
bte_hottip_gse114981	lncrna_hottip	bt5_3bcfccfeebdeda59d6ab68f3	0	chr2	G	98	3
bte_hottip_gse114981	lncrna_hottip	bt5_3c0235d774b7d5e2e024fcba	0	chr1	G	85	7
bte_hottip_gse114981	lncrna_hottip	bt5_3c1819baca58fa8d812afa96	0	chr2	G	109	8
bte_hottip_gse114981	lncrna_hottip	bt5_3c1866cbb3a4b9b6d33caf52	0	chr12	G	89	6
bte_hottip_gse114981	lncrna_hottip	bt5_3c72f6a4b71788977b2f3ddb	0	chr8	G	116	17
bte_hottip_gse114981	lncrna_hottip	bt5_3cb36de9da082cedb55b8b56	0	chr6	G	87	4
bte_hottip_gse114981	lncrna_hottip	bt5_3d031b885b871f3dafd99f82	0	chr16	G	99	5
bte_hottip_gse114981	lncrna_hottip	bt5_3d060183d07f4f2fd9fe5ce0	0	chr5	G	124	20
bte_hottip_gse114981	lncrna_hottip	bt5_3d0f3f18db585943edd867e8	0	chr8	G	76	2
bte_hottip_gse114981	lncrna_hottip	bt5_3d3717e8b501d2681aa261b2	1	chr19	G	116	28
bte_hottip_gse114981	lncrna_hottip	bt5_3da6fcfe9ec863a51978cd0c	0	chr1	G	97	7
bte_hottip_gse114981	lncrna_hottip	bt5_3db71a9012b9d0ebc398112a	0	chr2	G	109	33
bte_hottip_gse114981	lncrna_hottip	bt5_3dc0b323cb00aa1de81fd95c	0	chr3	G	130	12
bte_hottip_gse114981	lncrna_hottip	bt5_3e125f6e4888ac0c986a0c06	1	chr17	G	102	3
bte_hottip_gse114981	lncrna_hottip	bt5_3e37ac5130cdf194ec20b602	1	chr8	G	121	12
bte_hottip_gse114981	lncrna_hottip	bt5_3e6195abb397aa4633e2d0dc	0	chr4	G	86	2
bte_hottip_gse114981	lncrna_hottip	bt5_3ec981f978f8460f706e7943	0	chr19	G	97	9
bte_hottip_gse114981	lncrna_hottip	bt5_3f295b397a7de0722754292c	0	chr11	G	86	10
bte_hottip_gse114981	lncrna_hottip	bt5_3fb0c98ef5a9326c2c537a47	0	chr5	G	94	2
bte_hottip_gse114981	lncrna_hottip	bt5_3fb5f822c227e2511d199619	1	chr6	G	96	11
bte_hottip_gse114981	lncrna_hottip	bt5_40e587bc09a45c519d15ef49	0	chr1	G	100	15
bte_hottip_gse114981	lncrna_hottip	bt5_4102879c2dbf4d6e2597dd86	0	chr4	G	105	5
bte_hottip_gse114981	lncrna_hottip	bt5_414ec42313feef51c50ffb92	0	chr17	G	106	38
bte_hottip_gse114981	lncrna_hottip	bt5_41617b78f6da5aa51fca0a91	0	chr1	G	97	30
bte_hottip_gse114981	lncrna_hottip	bt5_42ce98b614104a79baab411b	0	chr19	G	67	1
bte_hottip_gse114981	lncrna_hottip	bt5_42ea21ee12498c4b98645119	0	chr3	G	98	9
bte_hottip_gse114981	lncrna_hottip	bt5_4331a6f5fd288119e6ecacd2	0	chr1	G	101	35
bte_hottip_gse114981	lncrna_hottip	bt5_439ad66a5eaf30b62562903a	0	chr3	G	114	12
bte_hottip_gse114981	lncrna_hottip	bt5_43c2ef6a2a1d08df7ad9b218	1	chr1	G	128	41
bte_hottip_gse114981	lncrna_hottip	bt5_43d86c82a0d34a5cd6a5eb18	0	chr6	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_443ea574d86a51e01656642b	0	chr8	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_446fc09247315d635f899e62	0	chr5	G	70	2
bte_hottip_gse114981	lncrna_hottip	bt5_4474d87551b7fa73fda2b07a	0	chr7	G	97	5
bte_hottip_gse114981	lncrna_hottip	bt5_44be9ad895a320501936ffca	0	chr19	G	119	16
bte_hottip_gse114981	lncrna_hottip	bt5_451ce34d833bdc9bfefcef16	0	chr8	G	109	77
bte_hottip_gse114981	lncrna_hottip	bt5_455680b19d11378052ab5b95	0	chr1	G	97	3
bte_hottip_gse114981	lncrna_hottip	bt5_4577b56bc65bac199ca8c9f1	0	chr11	G	90	2
bte_hottip_gse114981	lncrna_hottip	bt5_4678d21c4488ae532b9d7a53	1	chr19	G	103	11
bte_hottip_gse114981	lncrna_hottip	bt5_468b5dd7645dc462a43c2ebb	0	chr6	G	96	3
bte_hottip_gse114981	lncrna_hottip	bt5_46e98373f03d21e346036df1	0	chr3	G	96	2
bte_hottip_gse114981	lncrna_hottip	bt5_46f60c781b44133ac26b2d58	0	chr13	G	82	5
bte_hottip_gse114981	lncrna_hottip	bt5_471b293d893a4fdbb21f4cc2	0	chr5	G	91	15
bte_hottip_gse114981	lncrna_hottip	bt5_476ae869b491d002172f2d53	1	chr17	G	112	23
bte_hottip_gse114981	lncrna_hottip	bt5_47cd327eb3c691f608fde606	0	chr6	G	124	18
bte_hottip_gse114981	lncrna_hottip	bt5_47e5e7a0ef733d5bc5a3ffaa	0	chr3	G	109	22
bte_hottip_gse114981	lncrna_hottip	bt5_485932858dfac7c25562a606	0	chr8	G	92	2
bte_hottip_gse114981	lncrna_hottip	bt5_48c55646a0ec6e56574f68af	0	chr6	G	68	1
bte_hottip_gse114981	lncrna_hottip	bt5_499cd402124a1bcbc4bac507	0	chr5	G	86	1
bte_hottip_gse114981	lncrna_hottip	bt5_49bf951b9ecc97c96344d02c	0	chr19	G	109	32
bte_hottip_gse114981	lncrna_hottip	bt5_49e05403a504e7f540fdb851	1	chr2	G	100	1
bte_hottip_gse114981	lncrna_hottip	bt5_4a1d3c86eb590163c5853515	0	chr4	G	86	4
bte_hottip_gse114981	lncrna_hottip	bt5_4a3e74b7040be32f24aaaf3f	0	chr1	G	102	7
bte_hottip_gse114981	lncrna_hottip	bt5_4a94a1c523f84e727f87c2b0	0	chr4	G	100	5
bte_hottip_gse114981	lncrna_hottip	bt5_4aa0393543c19541419c42e8	0	chr10	G	124	22
bte_hottip_gse114981	lncrna_hottip	bt5_4b35c11ec9dfdee9420db16c	0	chr10	G	103	19
bte_hottip_gse114981	lncrna_hottip	bt5_4b3a1f448af131acd780fd83	1	chr6	G	111	19
bte_hottip_gse114981	lncrna_hottip	bt5_4c4af534a07945984eaa57f6	0	chr12	G	93	14
bte_hottip_gse114981	lncrna_hottip	bt5_4ce989ce41a1b98b7831a2d9	0	chr4	G	83	5
bte_hottip_gse114981	lncrna_hottip	bt5_4d0670e5aa146dcd0cac8cdc	0	chr8	G	84	2
bte_hottip_gse114981	lncrna_hottip	bt5_4d27fce2f7684ea366383e13	1	chr14	G	97	5
bte_hottip_gse114981	lncrna_hottip	bt5_4dbf24382387a12a5dff30d8	0	chr19	G	103	13
bte_hottip_gse114981	lncrna_hottip	bt5_4dd7c9c8cc49e89ecbdcb5f9	0	chr19	G	108	14
bte_hottip_gse114981	lncrna_hottip	bt5_4e1b8a34d7dc21653cb342ab	0	chr8	G	123	42
bte_hottip_gse114981	lncrna_hottip	bt5_4e1de26ce4c85ffae3bf89ad	0	chr3	G	138	68
bte_hottip_gse114981	lncrna_hottip	bt5_4e324026063b3e0017a7b570	0	chr8	G	93	3
bte_hottip_gse114981	lncrna_hottip	bt5_4e6f36b86e9d7f185dd7b829	0	chr12	G	100	13
bte_hottip_gse114981	lncrna_hottip	bt5_4eae705d2f470ccefb5fd2d4	0	chr8	G	111	18
bte_hottip_gse114981	lncrna_hottip	bt5_4edd84957b982e3d031e5c14	0	chr1	G	106	18
bte_hottip_gse114981	lncrna_hottip	bt5_4ee0e1079ebc99ac9b0496bb	0	chr7	G	85	4
bte_hottip_gse114981	lncrna_hottip	bt5_4f0cef4c47291ad6a4bdc300	0	chr8	G	97	13
bte_hottip_gse114981	lncrna_hottip	bt5_4f55dddd41db1a00bbfbeef2	0	chr4	G	90	5
bte_hottip_gse114981	lncrna_hottip	bt5_4f7dff94b615f38aade8a6c9	0	chr13	G	94	4
bte_hottip_gse114981	lncrna_hottip	bt5_4f8bbf9ca76cc1e26a2bdfbd	0	chr12	G	121	9
bte_hottip_gse114981	lncrna_hottip	bt5_4f938b9287176367b3e3710a	0	chr19	G	106	11
bte_hottip_gse114981	lncrna_hottip	bt5_4fc842434912b725ce7fe6ad	0	chr13	G	96	7
bte_hottip_gse114981	lncrna_hottip	bt5_4ffa5d780c84ade124f46252	0	chr3	G	117	25
bte_hottip_gse114981	lncrna_hottip	bt5_500b6184d5999d954b7ede93	0	chr4	G	107	9
bte_hottip_gse114981	lncrna_hottip	bt5_504cc884914f0bff38b331b1	0	chr19	G	120	58
bte_hottip_gse114981	lncrna_hottip	bt5_50dc670c8f7c5cf8528763bf	0	chr12	G	115	31
bte_hottip_gse114981	lncrna_hottip	bt5_51164af3db162d5ccbe989bd	0	chr7	G	105	5
bte_hottip_gse114981	lncrna_hottip	bt5_5137ccbdc2311e35ff99bd4a	0	chr2	G	119	4
bte_hottip_gse114981	lncrna_hottip	bt5_5223bb6039067ec2d760f4ce	0	chr3	G	116	16
bte_hottip_gse114981	lncrna_hottip	bt5_522f1b71ebff1cf374c2d312	0	chr3	G	128	8
bte_hottip_gse114981	lncrna_hottip	bt5_52516b3b6e57f20f111050c3	0	chr2	G	101	8
bte_hottip_gse114981	lncrna_hottip	bt5_52cb74f947daf2644ac96ec4	0	chr2	G	87	7
bte_hottip_gse114981	lncrna_hottip	bt5_52f7ca47ac1fb71fc64da8d7	0	chr2	G	94	7
bte_hottip_gse114981	lncrna_hottip	bt5_534bed43fcd3a2a292466e60	0	chr17	G	105	25
bte_hottip_gse114981	lncrna_hottip	bt5_53a3d1a5be03b97a95c5bbda	0	chrY	G	97	5
bte_hottip_gse114981	lncrna_hottip	bt5_53a73ec6a7697f35f11ab28b	0	chr5	G	93	6
bte_hottip_gse114981	lncrna_hottip	bt5_53aff823af18c58ddd99a779	0	chr14	G	73	1
bte_hottip_gse114981	lncrna_hottip	bt5_53b68c5d7d32510a2bfbf1a1	0	chr15	G	95	12
bte_hottip_gse114981	lncrna_hottip	bt5_53b9a339e8ef07ac5d664cc3	1	chr12	G	-1	0
bte_hottip_gse114981	lncrna_hottip	bt5_53c3e766934083c29042a9a2	0	chr10	G	98	2
bte_hottip_gse114981	lncrna_hottip	bt5_54038422998d6b9f49c7a288	0	chr17	G	92	5
bte_hottip_gse114981	lncrna_hottip	bt5_541d003cd309a3d7caff2ff2	0	chr14	G	120	4
bte_hottip_gse114981	lncrna_hottip	bt5_54419d6ff805c0ecd650ab30	0	chr16	G	90	9
bte_hottip_gse114981	lncrna_hottip	bt5_549103a178ef66fe3025f99c	0	chr19	G	108	7
bte_hottip_gse114981	lncrna_hottip	bt5_54bc7b8f389623f59b40e297	0	chr8	G	114	15
bte_hottip_gse114981	lncrna_hottip	bt5_54bf9364ccbe3c91a359a447	0	chr11	G	86	6
bte_hottip_gse114981	lncrna_hottip	bt5_54c77bda40602228dd7528fa	0	chr3	G	97	13
bte_hottip_gse114981	lncrna_hottip	bt5_555f7f8728f4ce765dd6da82	0	chr6	G	106	24
bte_hottip_gse114981	lncrna_hottip	bt5_55a3028eadf15f2572c8c4e2	0	chr9	G	106	19
bte_hottip_gse114981	lncrna_hottip	bt5_55f1deeb09e03d8992e5cd07	0	chr12	G	111	54
bte_hottip_gse114981	lncrna_hottip	bt5_56d8da28c3cdd2bc0ae9fd52	0	chr2	G	108	26
bte_hottip_gse114981	lncrna_hottip	bt5_56da281ac148379dcb7cb375	0	chr4	G	96	5
bte_hottip_gse114981	lncrna_hottip	bt5_5738fec9dba4513326e370e8	0	chr2	G	98	9
bte_hottip_gse114981	lncrna_hottip	bt5_57e279b5a2f448f60aa9bba0	0	chr8	G	98	6
bte_hottip_gse114981	lncrna_hottip	bt5_57e86f54dc79a3f16c5a3566	0	chr7	G	132	22
bte_hottip_gse114981	lncrna_hottip	bt5_581aa2a3df3847300ee155a3	1	chr5	G	136	18
bte_hottip_gse114981	lncrna_hottip	bt5_58427b5e6816bd78069bcee0	0	chr19	G	111	6
bte_hottip_gse114981	lncrna_hottip	bt5_585fff97f4cb851de71d98e8	0	chr5	G	113	13
bte_hottip_gse114981	lncrna_hottip	bt5_58f58bc6e5ee9b12c334918f	1	chr3	G	114	35
bte_hottip_gse114981	lncrna_hottip	bt5_5926d2c87b36afd91d524613	0	chr12	G	96	9
bte_hottip_gse114981	lncrna_hottip	bt5_5991a4047d40a90bd8e54649	0	chr1	G	116	48
bte_hottip_gse114981	lncrna_hottip	bt5_59974534e41e6b61899ffd3d	0	chr19	G	114	23
bte_hottip_gse114981	lncrna_hottip	bt5_59c19dd4be38dde292ef1d34	0	chr4	G	90	2
bte_hottip_gse114981	lncrna_hottip	bt5_59d312fc42b84135cb34c98a	0	chr2	G	91	5
bte_hottip_gse114981	lncrna_hottip	bt5_59d466aade82e19b81048b0a	0	chr6	G	91	9
bte_hottip_gse114981	lncrna_hottip	bt5_5a1ce549b82e1c72a94b6e95	0	chr6	G	114	15
bte_hottip_gse114981	lncrna_hottip	bt5_5a58786e932f602414f84677	1	chr1	G	93	4
bte_hottip_gse114981	lncrna_hottip	bt5_5ad40b60e4f7ac6c25fda6b3	0	chr11	G	104	20
bte_hottip_gse114981	lncrna_hottip	bt5_5ade46c6feb9263d5c2f7257	0	chr2	G	132	8
bte_hottip_gse114981	lncrna_hottip	bt5_5af403b0c4a43b0e87785b7d	0	chr8	G	94	6
bte_hottip_gse114981	lncrna_hottip	bt5_5afd3ca5dbd36ebc569d3d5a	1	chr13	G	133	9
bte_hottip_gse114981	lncrna_hottip	bt5_5b06794320ddbed1c37b0b62	0	chr12	G	86	3
bte_hottip_gse114981	lncrna_hottip	bt5_5b084b95f0a6ae1bbb71af30	0	chr8	G	114	22
bte_hottip_gse114981	lncrna_hottip	bt5_5ba6229207405d2752ff036d	0	chr6	G	105	9
