comparison_id	dataset_class	evidence_role	workload_id	repeat_id	authority_output	candidate_output	authority_output_sha256	candidate_output_sha256	authority_query_fasta	candidate_query_fasta	authority_target_fasta	candidate_target_fasta	query_fasta_interval	target_fasta_interval	target_region_start0	query_ordinal_namespace	query_source_ordinal	query_sequence_sha256	target_ordinal_namespace	target_source_ordinal	target_sequence_sha256	assembly	target_coordinate_namespace	query_extraction_recipe_id	target_extraction_recipe_id	parameter_bundle_sha256	input_pair_digest	authority_receipt_sha256	candidate_receipt_sha256
canonical_hybrid_v2_regression:hq10_ht01__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq10_ht01	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/output/GRCh38-ENST00000785836.1|ENSG00000178248.12|FAM230I|GENCODE v49|GRCh38-target-TFOsorted	1e8606af37e4e8938505bcbd7f651b7bb98b5b84b9427ed5fad0d16c88da22ed	1e8606af37e4e8938505bcbd7f651b7bb98b5b84b9427ed5fad0d16c88da22ed	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht01__repeat00/inputs/target.fa	0:1907	0:2501	18902298	bioinformatics_phase2_holdout_query_v1	hq10	8357751b729a35a43767ad520b6550dacdd7f0669a58a6d3014c4b10f4f1a362	bioinformatics_phase2_holdout_target_v1	ht01	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	e6d4f358b1e87de9d62b66f8c735c3361566d804f75c9cfb2541149d4dfe9c96	ea211f5362b13fae665cebb7e9dbc8d5938ffbfccd00188693fd16ad91655262	aac848232d3a34d4cb9c019821eae60f7880398b178ae3ceea51f48c4cdba31f
canonical_hybrid_v2_regression:hq10_ht02__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq10_ht02	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/output/GRCh38-ENST00000785836.1|ENSG00000178248.12|FAM230I|GENCODE v49|GRCh38-target-TFOsorted	c34ff3fbdb9d1a069397615e2ed695dd336eb2055ce389a8ccade83e3858cb88	c34ff3fbdb9d1a069397615e2ed695dd336eb2055ce389a8ccade83e3858cb88	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq10_ht02__repeat00/inputs/target.fa	0:1907	0:2501	35159828	bioinformatics_phase2_holdout_query_v1	hq10	8357751b729a35a43767ad520b6550dacdd7f0669a58a6d3014c4b10f4f1a362	bioinformatics_phase2_holdout_target_v1	ht02	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	e992ecaa7f0d28c5970fec8e92d11f5f6cedc51f7ece32253f00aa413c1d057a	81b3b7861aa51f89b2adc3605312dae89373fe157c8cf70aff3fe7e278b11b54	041c06c08568785f3ec096d809662cc3afe513a3b2776ba3a485cb90ab94b2ce
canonical_hybrid_v2_regression:hq11_ht01__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq11_ht01	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/output/GRCh38-ENST00000667017.2|ENSG00000255857.9|PXN-AS1|GENCODE v49|GRCh38-target-TFOsorted	d4795a651a2b7388af478b9d0c9357d8b38947dfe495131935a282129bbdbf11	d4795a651a2b7388af478b9d0c9357d8b38947dfe495131935a282129bbdbf11	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht01__repeat00/inputs/target.fa	0:2540	0:2501	18902298	bioinformatics_phase2_holdout_query_v1	hq11	746d6f71584aae394680e638d9651766dbeb06a1921aa885c1719f89ae29643f	bioinformatics_phase2_holdout_target_v1	ht01	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	18e2a8a34ee6e9af7f95ad568e5e72d2034565d2253ad93881e20909cfb82fec	348fa773edf6897ed6d6f9f57c3fdc668c9b28b2c88318879879df1b2bb2dfcc	e431a42ce4e47afb8a7808beb426d9958d0ed9ecceb68fa5f914e1352a028651
canonical_hybrid_v2_regression:hq11_ht02__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq11_ht02	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/output/GRCh38-ENST00000667017.2|ENSG00000255857.9|PXN-AS1|GENCODE v49|GRCh38-target-TFOsorted	394fe813c2e10d9340165d371255a8a54bf493e3c9da90d57db4e99dfd72cd82	394fe813c2e10d9340165d371255a8a54bf493e3c9da90d57db4e99dfd72cd82	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq11_ht02__repeat00/inputs/target.fa	0:2540	0:2501	35159828	bioinformatics_phase2_holdout_query_v1	hq11	746d6f71584aae394680e638d9651766dbeb06a1921aa885c1719f89ae29643f	bioinformatics_phase2_holdout_target_v1	ht02	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	173b21bb22e9d1666fadbdaa646a26d869ddffa0ba6239676900795f161e3c47	e02dc4fe36cfc6e373128fd8c31f1d67bcd4218feb8e8f88d843912009fa7ad5	f1d344fce23ceb4e1bbc70e478106561849b9abcc9f1127fb3488c895f9033f7
canonical_hybrid_v2_regression:hq12_ht01__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq12_ht01	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/output/GRCh38-ENST00000766729.1|ENSG00000299841.1|ENSG00000299841|GENCODE v49|GRCh38-target-TFOsorted	3ad5a88a77c825ab302324715448125a2655e6df2c83e86ae44a910219300bc7	3ad5a88a77c825ab302324715448125a2655e6df2c83e86ae44a910219300bc7	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht01__repeat00/inputs/target.fa	0:1702	0:2501	18902298	bioinformatics_phase2_holdout_query_v1	hq12	53eb65cec21000bb70085a00ae734fb72d8614b7d64dd51eaa2cb55431085643	bioinformatics_phase2_holdout_target_v1	ht01	7b789e19134114e831f6afb8f7ce4a3502fd3158fe723ab26a22c948538c67c0	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	cd56ef44b53b17722962a7d4dfaee6ad40ada8501325af7d8a61110e292336e5	56d2c78aae973e3376fc6f43c562bcd232b2b2e3ba6d4313ae598a072b205d69	d09aac50b8f3ca4f89179accf92f3875737cc58e2cc5fa9c415e66a844faab95
canonical_hybrid_v2_regression:hq12_ht02__repeat00	canonical_hybrid_v2_regression_36	historical_regression_only	hq12_ht02	0	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/inputs/authority-reference.tfosorted	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/output/GRCh38-ENST00000766729.1|ENSG00000299841.1|ENSG00000299841|GENCODE v49|GRCh38-target-TFOsorted	06c59d4fbf1e802cfcf51d778dc18b1e438f1b1663ca6fa8f5105b2c3166c6cd	06c59d4fbf1e802cfcf51d778dc18b1e438f1b1663ca6fa8f5105b2c3166c6cd	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/inputs/query.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/inputs/target.fa	.paper-artifacts/bioinformatics-canonical-hybrid-v2/regression/v2reg_hq12_ht02__repeat00/inputs/target.fa	0:1702	0:2501	35159828	bioinformatics_phase2_holdout_query_v1	hq12	53eb65cec21000bb70085a00ae734fb72d8614b7d64dd51eaa2cb55431085643	bioinformatics_phase2_holdout_target_v1	ht02	dd5cf8216eb638d071cd03bd9adc122c15ee07ea696b87724b240022829e4fd9	GRCh38	GRCh38_0_based_half_open	historical_phase2_holdout_query_v1	historical_phase2_holdout_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	9ddd9a44043374d85e1cf9eb3098bebf491b8aa4dfae4b817596f35aeb44fb1c	5469540b3ca27e427471c0d75c92869233d13140cdec5dda51bcda339ac807d7	7beb17a046b886c2645633a45393f12b4a00d198780de5cabe4f44ba6d46b2e9
paper_core:c7_kcnq_max8_chr22__pair01:shift_0	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	1:shift_0	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__baseline__0/output/grids/shift_0/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__candidate__0/output/grids/shift_0/merged-common-TFOsorted	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	7112d9cd283c6d36c195c0bfaa0fb96ce94e8bad058d8d8421b0fa51283aca72	a4e49de21a82339edda0fb7a84881bfde200eb9c342fff47530f2d3602101509
paper_core:c7_kcnq_max8_chr22__pair01:shift_256	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	1:shift_256	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__baseline__0/output/grids/shift_256/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__candidate__0/output/grids/shift_256/merged-common-TFOsorted	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair01__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	e0a58f0a013f32c140e7ccda15cb9a44bc5b941ba225f9b3f198b2ce70d3a60e	9846eb0ebe2e228c27358ea17b80c6b50e10cac4ac6fc71ddf85553104357d86
paper_core:c7_kcnq_max8_chr22__pair02:shift_0	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	2:shift_0	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__baseline__0/output/grids/shift_0/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__candidate__0/output/grids/shift_0/merged-common-TFOsorted	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	27c81e83cf3c17fa0f6346b156fc899fc55618dde7512071018d41ccb9cd58d4	dfc502175910a9acd9ffd45678e3a00e6f8e37921af9da4619e09d9d95f19823
paper_core:c7_kcnq_max8_chr22__pair02:shift_256	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	2:shift_256	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__baseline__0/output/grids/shift_256/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__candidate__0/output/grids/shift_256/merged-common-TFOsorted	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair02__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	4ab1a3722d5df09cf611d8c9776d7328a965040e1f4686270935ea92a7fa22ae	8c5b9dc2bd5f330df5ec13be92e715e4f2d1d37ddd6cd8aa3e3de4616c241a34
paper_core:c7_kcnq_max8_chr22__pair03:shift_0	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	3:shift_0	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__baseline__0/output/grids/shift_0/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__candidate__0/output/grids/shift_0/merged-common-TFOsorted	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	969509bd001ec11008baae725b09a8c1eb97a8252789688e04bcadcf3601218a	5ea4560d27af61ff52c1d684d9d357286d6d7ab86ee986ba16133160f0747333
paper_core:c7_kcnq_max8_chr22__pair03:shift_256	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	3:shift_256	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__baseline__0/output/grids/shift_256/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__candidate__0/output/grids/shift_256/merged-common-TFOsorted	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__pair03__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	35ea375b8f035bee1aea703b398eeb5bb1cb2c29c3561734aca11bc242404255	89fc3f10b1282e37fa36e55e29e4e95b7a67e861390259778e37d9510d5b56b6
paper_core:c7_kcnq_max8_chr22__warmup:shift_0	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	0:shift_0	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__baseline__0/output/grids/shift_0/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__candidate__0/output/grids/shift_0/merged-common-TFOsorted	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	be2c6aa210b1c1414ef9582a1a3efea101f25c4ffecf11f2b214072469aef258	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	86c4339f86d7efe4645c2fc7ecddf5b280088b2fa33a4456f9878ee88d05a98f	bdc1cb8c7e9026de72496e7dbea5b99c75b654abdbb6099d2de7f6a8bf187dff
paper_core:c7_kcnq_max8_chr22__warmup:shift_256	historical_paper_core_available	historical_regression_only	c7_kcnq_max8_chr22	0:shift_256	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__baseline__0/output/grids/shift_256/merged-common-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__candidate__0/output/grids/shift_256/merged-common-TFOsorted	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	3046dd022b345ae036fd968ecdbd26e581955668a16a0d4c94d57dadb04e9953	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase2-core/c7_kcnq_max8_chr22__warmup__candidate__0/inputs/query.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	.tmp/gasal2_hg38_archive_first_run/shards/chr22.fa	0:91667	0:50818468	0	historical_paper_long_query_v1	KCNQ1OT1	024103fd35fd7309a45120a93f92a8f78a46790533f1e9d509856e85917bcc8b	historical_paper_full_chromosome_v1	chr22_full	a71d7250ee1bef5c444afa768f5fb4cac8d3c87e0b6ab76644c1a748e8d114b3	GRCh38	full_chromosome_fasta_0_based_half_open	historical_paper_segmented_query_v1	historical_paper_full_target_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	2ad8d635150622239cc40cc6f2fbd402e3babbf2a9af8b60d62f6d3bd01d1df5	ae2e2ff4cb1c156cec3f46f1b9736f9040cd3db16dcbb20bb5c86ab2f96c2341	db3b639700689e3f4ccb770d5e953126911366c1bceabe785cefd70c43b694a8
paper_generalization:g01_malat1_5p_1024_chr11__pair01	historical_paper_generalization_available	historical_regression_only	g01_malat1_5p_1024_chr11	1	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__baseline__0/output/chr11-MALAT1_0_1024-target-TFOsorted	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__candidate__0/output/chr11-MALAT1_0_1024-target-TFOsorted	398db8d2764a9d676a16bdad024df8792464b1650ec25fa19c19ca951ccd2db3	7d48b0abf134966f830b448fe0e2b290c74e929ec20439968e9c061c4d850131	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__baseline__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__candidate__0/inputs/query.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__baseline__0/inputs/target.fa	.paper-artifacts/runtime-epoch-0-pre-freeze/phase3-generalization/g01_malat1_5p_1024_chr11__pair01__candidate__0/inputs/target.fa	0:1024	0:2000000	66543311	historical_paper_query_fragment_v1	MALAT1:0-1024	20ad7cfcfb6ac1133cdbe9171227845d00bac1910b126d168dbb0a336aff6785	historical_paper_target_slice_v1	chr11_center_2mb	6384333d627f5c1c4b369f2d197c09bfddb9d8f930c204167a8be5e4d0b5cee0	GRCh38	source_fasta_0_based_half_open	historical_paper_query_slice_v1	historical_paper_target_slice_v1	110752c4078bc2b300ad4e92e2495ea868c365486e540da7002fc3e19a18241a	a63d1b82258ed6ab33dcf4daa08d18cbf1c867267e7c1f13c3a4261abbe2ca5a	24c4f4e885b098c9ca365d1ee5a3fa2d36ac30a572d0f9749448df4308e79ae2	ca4d21eeef46160744cba9b1abdefc37d4a4346c28f4110d689465ebb0846412
