comparison_id	dataset_class	workload_id	repeat_id	comparison_status	technical_failure	ranking_mode	strict_row_diagnostic	reference_candidate_count	candidate_candidate_count	matched_count	unmatched_reference_count	unmatched_candidate_count	recall	precision	top1_retained	complete_set_preserved	set_membership	ambiguous_matching	target_overlap_minimum	classifications	finite_rbo_fraction	binary_gate_denominator_eligible	binary_success
canonical_hybrid_v2_former_fresh:vh035__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat01	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	1	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat01	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	1	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat01	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	1	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat02	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	2	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat02	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	2	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh035__repeat02	canonical_hybrid_v2_former_fresh_60_regression_only	vh035	2	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh036__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh036	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh036__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh036	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh036__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh036	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh037__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh037	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh037__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh037	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh037__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh037	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh038__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh038	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh038__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh038	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh038__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh038	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh039__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh039	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh039__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh039	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh039__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh039	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh040__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh040	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh040__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh040	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh040__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh040	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh041__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh041	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh041__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh041	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh041__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh041	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh042__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh042	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh042__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh042	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh042__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh042	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh043__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh043	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh043__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh043	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh043__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh043	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh044__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh044	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh044__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh044	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh044__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh044	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh045__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh045	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh045__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh045	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh045__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh045	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh046__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh046	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh046__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh046	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh046__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh046	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh047__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh047	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh047__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh047	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh047__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh047	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh048__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh048	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh048__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh048	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_former_fresh:vh048__repeat00	canonical_hybrid_v2_former_fresh_60_regression_only	vh048	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat00	canonical_hybrid_v2_regression_36	hq01_ht01	0	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat00	canonical_hybrid_v2_regression_36	hq01_ht01	0	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat00	canonical_hybrid_v2_regression_36	hq01_ht01	0	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat01	canonical_hybrid_v2_regression_36	hq01_ht01	1	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat01	canonical_hybrid_v2_regression_36	hq01_ht01	1	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat01	canonical_hybrid_v2_regression_36	hq01_ht01	1	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat02	canonical_hybrid_v2_regression_36	hq01_ht01	2	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat02	canonical_hybrid_v2_regression_36	hq01_ht01	2	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht01__repeat02	canonical_hybrid_v2_regression_36	hq01_ht01	2	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat00	canonical_hybrid_v2_regression_36	hq01_ht02	0	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat00	canonical_hybrid_v2_regression_36	hq01_ht02	0	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat00	canonical_hybrid_v2_regression_36	hq01_ht02	0	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat01	canonical_hybrid_v2_regression_36	hq01_ht02	1	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat01	canonical_hybrid_v2_regression_36	hq01_ht02	1	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat01	canonical_hybrid_v2_regression_36	hq01_ht02	1	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat02	canonical_hybrid_v2_regression_36	hq01_ht02	2	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat02	canonical_hybrid_v2_regression_36	hq01_ht02	2	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq01_ht02__repeat02	canonical_hybrid_v2_regression_36	hq01_ht02	2	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq02_ht01__repeat00	canonical_hybrid_v2_regression_36	hq02_ht01	0	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq02_ht01__repeat00	canonical_hybrid_v2_regression_36	hq02_ht01	0	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq02_ht01__repeat00	canonical_hybrid_v2_regression_36	hq02_ht01	0	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq02_ht02__repeat00	canonical_hybrid_v2_regression_36	hq02_ht02	0	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq02_ht02__repeat00	canonical_hybrid_v2_regression_36	hq02_ht02	0	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq02_ht02__repeat00	canonical_hybrid_v2_regression_36	hq02_ht02	0	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq03_ht01__repeat00	canonical_hybrid_v2_regression_36	hq03_ht01	0	pass	0	score	match	2	2	2	0	0	1	1	1	1	preserved	0	1	none	54289/100000	1	1
canonical_hybrid_v2_regression:hq03_ht01__repeat00	canonical_hybrid_v2_regression_36	hq03_ht01	0	pass	0	stability	match	2	2	2	0	0	1	1	1	1	preserved	0	1	none	54289/100000	1	1
canonical_hybrid_v2_regression:hq03_ht01__repeat00	canonical_hybrid_v2_regression_36	hq03_ht01	0	pass	0	nt	match	2	2	2	0	0	1	1	1	1	preserved	0	1	none	54289/100000	1	1
canonical_hybrid_v2_regression:hq03_ht02__repeat00	canonical_hybrid_v2_regression_36	hq03_ht02	0	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq03_ht02__repeat00	canonical_hybrid_v2_regression_36	hq03_ht02	0	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq03_ht02__repeat00	canonical_hybrid_v2_regression_36	hq03_ht02	0	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq04_ht01__repeat00	canonical_hybrid_v2_regression_36	hq04_ht01	0	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq04_ht01__repeat00	canonical_hybrid_v2_regression_36	hq04_ht01	0	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq04_ht01__repeat00	canonical_hybrid_v2_regression_36	hq04_ht01	0	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq04_ht02__repeat00	canonical_hybrid_v2_regression_36	hq04_ht02	0	pass	0	score	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq04_ht02__repeat00	canonical_hybrid_v2_regression_36	hq04_ht02	0	pass	0	stability	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq04_ht02__repeat00	canonical_hybrid_v2_regression_36	hq04_ht02	0	pass	0	nt	match	1	1	1	0	0	1	1	1	1	preserved	0	1	none	64289/200000	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat00	canonical_hybrid_v2_regression_36	hq05_ht01	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat00	canonical_hybrid_v2_regression_36	hq05_ht01	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat00	canonical_hybrid_v2_regression_36	hq05_ht01	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat01	canonical_hybrid_v2_regression_36	hq05_ht01	1	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat01	canonical_hybrid_v2_regression_36	hq05_ht01	1	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat01	canonical_hybrid_v2_regression_36	hq05_ht01	1	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat02	canonical_hybrid_v2_regression_36	hq05_ht01	2	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat02	canonical_hybrid_v2_regression_36	hq05_ht01	2	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht01__repeat02	canonical_hybrid_v2_regression_36	hq05_ht01	2	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat00	canonical_hybrid_v2_regression_36	hq05_ht02	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat00	canonical_hybrid_v2_regression_36	hq05_ht02	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat00	canonical_hybrid_v2_regression_36	hq05_ht02	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat01	canonical_hybrid_v2_regression_36	hq05_ht02	1	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat01	canonical_hybrid_v2_regression_36	hq05_ht02	1	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat01	canonical_hybrid_v2_regression_36	hq05_ht02	1	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat02	canonical_hybrid_v2_regression_36	hq05_ht02	2	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat02	canonical_hybrid_v2_regression_36	hq05_ht02	2	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq05_ht02__repeat02	canonical_hybrid_v2_regression_36	hq05_ht02	2	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq06_ht01__repeat00	canonical_hybrid_v2_regression_36	hq06_ht01	0	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq06_ht01__repeat00	canonical_hybrid_v2_regression_36	hq06_ht01	0	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq06_ht01__repeat00	canonical_hybrid_v2_regression_36	hq06_ht01	0	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq06_ht02__repeat00	canonical_hybrid_v2_regression_36	hq06_ht02	0	pass	0	score	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq06_ht02__repeat00	canonical_hybrid_v2_regression_36	hq06_ht02	0	pass	0	stability	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq06_ht02__repeat00	canonical_hybrid_v2_regression_36	hq06_ht02	0	pass	0	nt	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq07_ht01__repeat00	canonical_hybrid_v2_regression_36	hq07_ht01	0	pass	0	score	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq07_ht01__repeat00	canonical_hybrid_v2_regression_36	hq07_ht01	0	pass	0	stability	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq07_ht01__repeat00	canonical_hybrid_v2_regression_36	hq07_ht01	0	pass	0	nt	match	4	4	4	0	0	1	1	1	1	preserved	0	1	none	43439/50000	1	1
canonical_hybrid_v2_regression:hq07_ht02__repeat00	canonical_hybrid_v2_regression_36	hq07_ht02	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq07_ht02__repeat00	canonical_hybrid_v2_regression_36	hq07_ht02	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq07_ht02__repeat00	canonical_hybrid_v2_regression_36	hq07_ht02	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht01__repeat00	canonical_hybrid_v2_regression_36	hq08_ht01	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht01__repeat00	canonical_hybrid_v2_regression_36	hq08_ht01	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht01__repeat00	canonical_hybrid_v2_regression_36	hq08_ht01	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht02__repeat00	canonical_hybrid_v2_regression_36	hq08_ht02	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht02__repeat00	canonical_hybrid_v2_regression_36	hq08_ht02	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq08_ht02__repeat00	canonical_hybrid_v2_regression_36	hq08_ht02	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat00	canonical_hybrid_v2_regression_36	hq09_ht01	0	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat00	canonical_hybrid_v2_regression_36	hq09_ht01	0	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat00	canonical_hybrid_v2_regression_36	hq09_ht01	0	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat01	canonical_hybrid_v2_regression_36	hq09_ht01	1	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat01	canonical_hybrid_v2_regression_36	hq09_ht01	1	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat01	canonical_hybrid_v2_regression_36	hq09_ht01	1	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat02	canonical_hybrid_v2_regression_36	hq09_ht01	2	pass	0	score	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat02	canonical_hybrid_v2_regression_36	hq09_ht01	2	pass	0	stability	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht01__repeat02	canonical_hybrid_v2_regression_36	hq09_ht01	2	pass	0	nt	match	3	3	3	0	0	1	1	1	1	preserved	0	1	none	143867/200000	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat00	canonical_hybrid_v2_regression_36	hq09_ht02	0	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat00	canonical_hybrid_v2_regression_36	hq09_ht02	0	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat00	canonical_hybrid_v2_regression_36	hq09_ht02	0	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat01	canonical_hybrid_v2_regression_36	hq09_ht02	1	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat01	canonical_hybrid_v2_regression_36	hq09_ht02	1	pass	0	stability	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat01	canonical_hybrid_v2_regression_36	hq09_ht02	1	pass	0	nt	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
canonical_hybrid_v2_regression:hq09_ht02__repeat02	canonical_hybrid_v2_regression_36	hq09_ht02	2	pass	0	score	match	5	5	5	0	0	1	1	1	1	preserved	0	1	none	1	1	1
