record_type	query_ordinal_namespace	query_source_ordinal	target_ordinal_namespace	target_source_ordinal	query_id	target_id	query_sha256	target_sha256	query_region	target_region	assembly	coordinate_namespace	pair_digest	source_receipt_path	exclusion_reason
pair	ssw_cuda_corpus_case_v1	fuzz-large-0155	ssw_cuda_corpus_case_v1	fuzz-large-0155	fuzz-large-0155:query	fuzz-large-0155:reference	f90f8e179fca0f7911dc135ce14ac24d1c688ce8c67596545e414360bbcf687f	d28126ec9eb212f1691cfe4e18c65d12d121cb1521e95519872d2116de5847dd	full	full	synthetic	synthetic_sequence_0_based_half_open	a2616015569151bc609c2375b3e934c482301e6167ac44448cabd3f49fa68880	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0156	ssw_cuda_corpus_case_v1	fuzz-large-0156	fuzz-large-0156:query	fuzz-large-0156:reference	6805f9aabb6d2ed71e8912452485623666820015b3b0373011fe368fecdf5d58	a8fd647f05f48811614b440deb91a0d1a4447148448f291e0142914d8981226d	full	full	synthetic	synthetic_sequence_0_based_half_open	de2834542ab864b35a175f7f61f61d3e7fe7257b965ff05e69a89549d5485619	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0157	ssw_cuda_corpus_case_v1	fuzz-large-0157	fuzz-large-0157:query	fuzz-large-0157:reference	a5b950c8ae1ab2d9f3cde4e2198a1e8f93be516a110cecb7eddd1690ee76ac2b	2bf1d41a5928eae4046feca363e5d315016ccf02e3a9c7a094f68393b05750db	full	full	synthetic	synthetic_sequence_0_based_half_open	de2e9107a06d683a11dc0767d4b3e25184164c661feaf6a4feae918beddcc68d	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0158	ssw_cuda_corpus_case_v1	fuzz-large-0158	fuzz-large-0158:query	fuzz-large-0158:reference	5cd5452432fcfd90eee3d3d714ac630e0744807e77a9ac28af9b16adfd8dddc5	ae1b46cf4ece3b8ae336c8abe0cbace02444a6ec89ec69e93c01ab3aa76da53c	full	full	synthetic	synthetic_sequence_0_based_half_open	14e71ed6627cf873d78b62cf7e95299bf414fa43da6f81c49fc4292aeb2b22f5	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0159	ssw_cuda_corpus_case_v1	fuzz-large-0159	fuzz-large-0159:query	fuzz-large-0159:reference	a2ac3e37485241e354d27aa7c29dae98135da417a637915883231f8a1a8dab83	35404d010c104adba7448550b41a7837a925f24e2cc27d7b52c839b5550b7c01	full	full	synthetic	synthetic_sequence_0_based_half_open	63786aa344953a6a070c86a9c9b6cf274c2ec8db42ae8f20f9975c7a58d0f47c	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0160	ssw_cuda_corpus_case_v1	fuzz-large-0160	fuzz-large-0160:query	fuzz-large-0160:reference	968a087c6490ffe86172fdbcfe7f35b23d7d849560ac1e4de34d03c878067238	0de14ed886d2dcfd6a04ccde224da708a652cf66a283d295140ec5b7c8561b20	full	full	synthetic	synthetic_sequence_0_based_half_open	ef7a68ea94dbc23e8581dbef4666039fbeefc48908f5146badc14b18c2387c82	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0161	ssw_cuda_corpus_case_v1	fuzz-large-0161	fuzz-large-0161:query	fuzz-large-0161:reference	9d7cad8c16fc2ab81a45ff38d0a4a004c5734cdf304ac6b5185b905e0a733cc0	fb73250606bfba4ec064ff255bc6368aadab07042f858e800e6730ee4feb2a09	full	full	synthetic	synthetic_sequence_0_based_half_open	cfa282d6767715a1602a46428cb812f2771a20779effb4dd3f137d99656c32aa	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0162	ssw_cuda_corpus_case_v1	fuzz-large-0162	fuzz-large-0162:query	fuzz-large-0162:reference	2bfd9a594ad55255736b0ab2812ede4dffe1490c48b251a9382e49007592cc69	cfe53582ceebd1884646c49b13d866443b8d5b74017c31bb0314921b3801c0c3	full	full	synthetic	synthetic_sequence_0_based_half_open	04e99121cd1ebb50d8f578482455b63515d4b7af2a5ab825a9ff89bb447b15a1	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0163	ssw_cuda_corpus_case_v1	fuzz-large-0163	fuzz-large-0163:query	fuzz-large-0163:reference	c5bfbdf56d6610d9d8523e2a55700ea31a5c154f7b877e5fe1639e10a8190064	5c5cb47cd0742effeeab4e7d82b00b42ded25ecc4d51bb64099b5bc6fb51f075	full	full	synthetic	synthetic_sequence_0_based_half_open	1637eb4e49f58d6e0859a3671cbbd8123b2673e2edc8c8b74e1f217ab501a6e4	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0164	ssw_cuda_corpus_case_v1	fuzz-large-0164	fuzz-large-0164:query	fuzz-large-0164:reference	c0137356dd48e5a2255d02a708d2153201d9e689de662fcf8b86919a311f460d	664dbf558e350e106c7c5c4ce054f8052ba5a08877b3eaca2f0a3cdf2dd8f47c	full	full	synthetic	synthetic_sequence_0_based_half_open	ee41daae9443c9d10421d03b6f9f66b612093e88ff64f143838681b90450d03e	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0165	ssw_cuda_corpus_case_v1	fuzz-large-0165	fuzz-large-0165:query	fuzz-large-0165:reference	b59af3f60504e261b49a4666171bf9dcac9a2cd117961026a48d2fa977e54846	1c9d4b79bc8ecf8fdbc40ba54611f70099f01648d61354334070b602a278339d	full	full	synthetic	synthetic_sequence_0_based_half_open	4eab8e6accf675e43e1188d1d89ca9ca4312953f2869593dc12333bdea262296	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0166	ssw_cuda_corpus_case_v1	fuzz-large-0166	fuzz-large-0166:query	fuzz-large-0166:reference	f58c7401d44f460dd7f0b9f47ad7dd176999785a17056e831549f97a988b208f	704fa119b79bc3bde25b00908af7613cf39a1936c544f5abb76b25fc177b2980	full	full	synthetic	synthetic_sequence_0_based_half_open	db34aea66ce2e124e3fdf2794835ca6ff60bc8646d3f67d0c45797209607c317	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0167	ssw_cuda_corpus_case_v1	fuzz-large-0167	fuzz-large-0167:query	fuzz-large-0167:reference	c15a67c011f11caf11807dcf192144c4901c863b4d7da60c4053dd0f6b97ced1	744155b29a852840ab9f05aefc1df4fd93b94644081b6a3146d38fd443a411d0	full	full	synthetic	synthetic_sequence_0_based_half_open	44409d1d101b33c58608493a5d19d90f08bc1d6a83e36871eaf8b34ee44b81ad	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0168	ssw_cuda_corpus_case_v1	fuzz-large-0168	fuzz-large-0168:query	fuzz-large-0168:reference	ee6db310e775711eda8abcabbaf370d5440c5c2dde89a8abf0e3d6d68131cb33	f12b72141fd09d2fd7d67008f851ab065cd7544d259e70546b403f331704e3b4	full	full	synthetic	synthetic_sequence_0_based_half_open	f0c7babb9d9cdad8dd63dde4e1ce2a2ed293ee74127d6ad46e9a4a72c283e3bb	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0169	ssw_cuda_corpus_case_v1	fuzz-large-0169	fuzz-large-0169:query	fuzz-large-0169:reference	738993e159a86ab8369e5391b033d2c3c48ba4ec59732a6d62e008193d2140f6	4170c32ce2e071fa8605808d6ade4ee6482d436154d090344333039548150948	full	full	synthetic	synthetic_sequence_0_based_half_open	c5689b03193608107f994592af56e75f64ecea406ecf7df83aa0fdbfb5b4838f	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0170	ssw_cuda_corpus_case_v1	fuzz-large-0170	fuzz-large-0170:query	fuzz-large-0170:reference	f09b00761da13c2d803e9730e968faa0d78b78a0c518c04ebf85399617a6c68c	ba6c59d5445d7b874de8102c88699f0629c7459dda577a311b9cc58078088985	full	full	synthetic	synthetic_sequence_0_based_half_open	2a4b07780d7069644e2c8f6912e8829b36b6ec94ff52999e6c63f3f187600ca0	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0171	ssw_cuda_corpus_case_v1	fuzz-large-0171	fuzz-large-0171:query	fuzz-large-0171:reference	2d5b3d97a689a2a9aa9b9f8ed4b30916a8876e15a1143e6c87d05609fcdb8ccf	d20e0d162392f0b6df6288f0a945ec093e51c069e7fb49eaf9c754ca14be49ba	full	full	synthetic	synthetic_sequence_0_based_half_open	057d253e2e0c8ee5e54df746e14a582cf5a3bf29ed90d66712677d305c2dfcd1	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0172	ssw_cuda_corpus_case_v1	fuzz-large-0172	fuzz-large-0172:query	fuzz-large-0172:reference	0588cf402591dbadd147c7236a0f51826f8b629886887b611adc2713ec43f677	279b43f903781e590ea983f3799b0b4a362ed7c240980554c62681225d49ca76	full	full	synthetic	synthetic_sequence_0_based_half_open	c711ab52956d43362e83ba4b72003c6464f387a9facd7ce006192acbe8243e24	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0173	ssw_cuda_corpus_case_v1	fuzz-large-0173	fuzz-large-0173:query	fuzz-large-0173:reference	c96b1413b430c3a5cdf931d18450de81c6044005a4519a9b69d226561ed07a1f	7312c84c8ebfa6b2d16b5c7419fde3091415a1aad643142912298e60e879b7de	full	full	synthetic	synthetic_sequence_0_based_half_open	5f38b2b1cc49364801f48161b6f0015910e3c99ab0a9e2087b74b4f6f8754be3	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0174	ssw_cuda_corpus_case_v1	fuzz-large-0174	fuzz-large-0174:query	fuzz-large-0174:reference	a4d5244b89a14345506bc7d8509b0201c4230194acd93903724d76aec71ed973	07128654b57a6e866b33eaebf0e1241ab82b45b845b44b69bfad0506e44d0803	full	full	synthetic	synthetic_sequence_0_based_half_open	7e15402c334e2be654d82cfe9b423944adf59ca98eb660287f111ed6cd8fbbb0	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0175	ssw_cuda_corpus_case_v1	fuzz-large-0175	fuzz-large-0175:query	fuzz-large-0175:reference	20a88bde97c96b6554d35c7d06ada75e7ce9b1a64aa46668e880d4daa25e691b	238df2a4e845cc894b2aa16f8275d84afab2c930dde3033b4baebf5621872472	full	full	synthetic	synthetic_sequence_0_based_half_open	3f97982088a7f3ff54e5b557373e73d90f488e22f0ac3dcbaff4803bff11ccf5	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0176	ssw_cuda_corpus_case_v1	fuzz-large-0176	fuzz-large-0176:query	fuzz-large-0176:reference	b3fe87991b32c94c8a244ccfb814ed241211dbd6da119248bea9c9c1da7fc1b3	2d6b67975f4c905931496da5f1c0af3f2f7dcbba3e35b376e3109d7810bbe9da	full	full	synthetic	synthetic_sequence_0_based_half_open	8eb41f02b8c246b97d2d90de950123a7525ba33d637f6e640cefb8b838bcb710	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0177	ssw_cuda_corpus_case_v1	fuzz-large-0177	fuzz-large-0177:query	fuzz-large-0177:reference	9748abce395ec42e13e18e90491aa3c322a34bd7e8b690f3f7612935001b0942	e8077dd575f86f741ae8e8691becd358c39fd8c5bbf8aa05d2dc9c2dc189ab58	full	full	synthetic	synthetic_sequence_0_based_half_open	9a4baefb0aa9192d271d4b1097d19622b096b7530d69e6ee11c5c6984b9f9da8	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0178	ssw_cuda_corpus_case_v1	fuzz-large-0178	fuzz-large-0178:query	fuzz-large-0178:reference	b4f34f65e7f99858da38495391877bc625fe11bc4551f7f6585c769fc49a2a0f	80fd28d5f6554891383b70ffa12d1dcae7d7e06e5ec00a5add8c406ac3fa2fbe	full	full	synthetic	synthetic_sequence_0_based_half_open	bd6880792139c8b78ffec260dbb1a7833cf8e522ea4b48c0ba97d87de5a33fd4	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0179	ssw_cuda_corpus_case_v1	fuzz-large-0179	fuzz-large-0179:query	fuzz-large-0179:reference	a5d07720d4a0b85827e067555d3553a464987273f01facec231e5991c2ec426f	7f4905ba728431108d2a12516a1d47caff30a9766302e49c0663e828c91775d3	full	full	synthetic	synthetic_sequence_0_based_half_open	a4bcd91eb3c474fa80879f1d2ca298f9e906ddf1e26e5c00611191efa6c45049	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0180	ssw_cuda_corpus_case_v1	fuzz-large-0180	fuzz-large-0180:query	fuzz-large-0180:reference	3986847e2b1d6fdab1327d00cd469222afe196c9900443924eb509892aa1585b	5581a03ab388a97b09be9757071ec30c5fcbe0b3df4d78de8b19ba889b400e3d	full	full	synthetic	synthetic_sequence_0_based_half_open	1e4fd4816b257e599e0cf944c37bf06cc00318868c3cb64b3234638e1b5f9dca	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0181	ssw_cuda_corpus_case_v1	fuzz-large-0181	fuzz-large-0181:query	fuzz-large-0181:reference	fc62618369f93050cc409cadd17dabdcb823427bdded870aeb9e9323e641a8ef	c6de14998d117f662999ae6316b3021356fa6cb17eb6b5bd10dea45d02da3410	full	full	synthetic	synthetic_sequence_0_based_half_open	6e7e57c0ea591c88db261ce11c244c2a5c295ee7a9342dbe157db32d87118271	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0182	ssw_cuda_corpus_case_v1	fuzz-large-0182	fuzz-large-0182:query	fuzz-large-0182:reference	fccc9081dbf5ab3d17cc77befbae6753e2b302b58ecd70829cef8e309312931e	9c48902b825cbbccb043f6df3d1e3680acd53b10d2335279a8e6f26250185200	full	full	synthetic	synthetic_sequence_0_based_half_open	e7e7177e12eb01f37707efd7c41bfc4c9333c705dd1ecc2f34a5f6697ea3f2d8	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0183	ssw_cuda_corpus_case_v1	fuzz-large-0183	fuzz-large-0183:query	fuzz-large-0183:reference	0c3be467112c6779ccd341126f4a05f7cd7e851590806ba1a23649ed506a5324	4573849d324dfd897b89edba89fc17fea2c5de3bdace2a569eee082b5aed2cce	full	full	synthetic	synthetic_sequence_0_based_half_open	8fdde4574e1d1c1810c601f413c2a00c0f744021da1d05af7fe11f2c54c503c9	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0184	ssw_cuda_corpus_case_v1	fuzz-large-0184	fuzz-large-0184:query	fuzz-large-0184:reference	798cf686075db82b856d2436c5c7d502565c66019b7cd8ac48ed2ef02e9b98b0	27f335b80f67d67bae175740a57872b89c268c3b2fa05b54dffc201112b4f297	full	full	synthetic	synthetic_sequence_0_based_half_open	a42ff3b982db042729a68bcb48d09d7c90417918b9548e2fd946a9475f442ec6	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0185	ssw_cuda_corpus_case_v1	fuzz-large-0185	fuzz-large-0185:query	fuzz-large-0185:reference	0f7e97af1d2f5498110a9dd78e27cd64aff4e33aa0f13707f04523e6a2150a47	6c4b8cc19dd33c535be38dfdfaa38950e28380f39ef0edd178c75f23701ad7f0	full	full	synthetic	synthetic_sequence_0_based_half_open	cb7556bc2f1e6054d4c7d65c6d7fcbc198d6aed5297be9326314892335290648	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0186	ssw_cuda_corpus_case_v1	fuzz-large-0186	fuzz-large-0186:query	fuzz-large-0186:reference	327016073f0548da2662837e44825a7c67840811eef2565d9c54d5bcd5ad63fe	f4f75d2fb71a384e927c6b0ede0b8f657ea5178c6349495952e8f07b8c96e9bf	full	full	synthetic	synthetic_sequence_0_based_half_open	551de13ef67d18b4a446ad883bdc357aad35e5eecacbb6ff8a2cb1fbac23b95b	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0187	ssw_cuda_corpus_case_v1	fuzz-large-0187	fuzz-large-0187:query	fuzz-large-0187:reference	61f7cafd8ea2d8cc1d1b6c4df4042a7c35f086c17982622787bba0c648c074fe	89ea568a212b2891dc43b3415350edf03b69e662a2682d115f3b0649f7943490	full	full	synthetic	synthetic_sequence_0_based_half_open	c9072d04b3e871b901a5372a1296172d84a12917a0ceec365dce58974c3c81e2	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0188	ssw_cuda_corpus_case_v1	fuzz-large-0188	fuzz-large-0188:query	fuzz-large-0188:reference	d33f2d71568614f504ff5c71daec0612df759a5c505bf1f7a26c37e57d288939	9619968606fcde5c20b6cfc3273c4d6b24f794b6604e3e4439dcb2df402a6996	full	full	synthetic	synthetic_sequence_0_based_half_open	0530ffa979b928c57d13f12c606a203324c0bb95f556a745eb9532f590e6fe33	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0189	ssw_cuda_corpus_case_v1	fuzz-large-0189	fuzz-large-0189:query	fuzz-large-0189:reference	7d719284196070600f52015c1cb215f6efd3d229f852f03055ab33464c092bb6	00f24106da15eb8a2f6874c136c4a662f5ce49c1c0406a2c050c19333fd318b2	full	full	synthetic	synthetic_sequence_0_based_half_open	ef6c7d5cf24ac6c30615ee4216003a78e782316a809f3fd4fb652856b069d85a	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0190	ssw_cuda_corpus_case_v1	fuzz-large-0190	fuzz-large-0190:query	fuzz-large-0190:reference	ff2d05a9377514c40f320c66beb1d5c3331c53fe0f07e0a700fb0fc755ef78ca	18665bcc27d6097b61081f75f645df83f1687c8eda9accbebe253fc0aed3c257	full	full	synthetic	synthetic_sequence_0_based_half_open	61e03b2352a628a6dca036d93e79c5eaad09fdddab0ba6eb3e20b9d3486bf67b	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0191	ssw_cuda_corpus_case_v1	fuzz-large-0191	fuzz-large-0191:query	fuzz-large-0191:reference	64d40cd24992b23e8333a72d9ed0801d027948b5f2c953ad3d91be2609f7bf80	a06a3dfde475a3cbefc56d3969759f93e44a716abca1f1f1e3b51f0c2a7e0598	full	full	synthetic	synthetic_sequence_0_based_half_open	794ab92265a6358aae103139b151ca2143035bc0c726df6405258fdf7d2d02b9	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0192	ssw_cuda_corpus_case_v1	fuzz-large-0192	fuzz-large-0192:query	fuzz-large-0192:reference	1f6369fe83c24b40ac56a96903356f80743a1bc901be963eb15db09e37ce3acb	0a9ad1b81b6d17261d00bad4e86e28da902d1c4e0b964d50d0a5dd96c67b434f	full	full	synthetic	synthetic_sequence_0_based_half_open	47f7a3647205aee882a0ae5b372d91b7966b1ab3b7b636d9be6a9ebd41d86847	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0193	ssw_cuda_corpus_case_v1	fuzz-large-0193	fuzz-large-0193:query	fuzz-large-0193:reference	e8c8bf8920f12d6e226a7b5545f51be24270e96e2614c3c7ea698de0e06c57d7	687173eeab2819a150de3c4cc30e7a43115e5f93d93445e530d4375d3b3da99b	full	full	synthetic	synthetic_sequence_0_based_half_open	a38e422526aded664612a6d98a909739625343a755193d387ba0fe9e35407c73	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0194	ssw_cuda_corpus_case_v1	fuzz-large-0194	fuzz-large-0194:query	fuzz-large-0194:reference	34cf5193b55c518d1bfc4d5d67f2677542c0110397f5d60af1d1f9fb0634def9	b9997c63b9497ae12850321d993bf3e0be058c9114afdbd0ed2e9ce9bc194959	full	full	synthetic	synthetic_sequence_0_based_half_open	4191b12a000496b3490dbd55593a4ebd38c711d206a7193dff30f669429c395b	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0195	ssw_cuda_corpus_case_v1	fuzz-large-0195	fuzz-large-0195:query	fuzz-large-0195:reference	42a7ba00d3ddc7f63877ace3af797fb00c9961189d66f4a81e75ebae987993a8	6d90255310272bbb920dea443be6aa0039e818ab820f776244fd9fc1770063be	full	full	synthetic	synthetic_sequence_0_based_half_open	27da64b0f0997a658ce0bdcecf0eb21accdb7bb35e677fb9fdc68eec6d30d316	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0196	ssw_cuda_corpus_case_v1	fuzz-large-0196	fuzz-large-0196:query	fuzz-large-0196:reference	ead4a0bd1dd81d338560fc6c3766162f5f6382d0b6d68c1c886d9849a5f369c2	ecc66bb90390a101187cf6dcdb96c0a968474ea26eb84dc53547c3e60e4e20ad	full	full	synthetic	synthetic_sequence_0_based_half_open	a386cafb2fee772feb01000bfcfa78d3ef0efadfa4ff6f132c93fd510de2869d	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0197	ssw_cuda_corpus_case_v1	fuzz-large-0197	fuzz-large-0197:query	fuzz-large-0197:reference	7d7d96c7e7eccd891a9f2be6b0079bc7c9914f8a39abba1795de2b323217db3b	ce055eb3ed4e11d0582114edd04f36c8fdd18ab8a6191a98ccbc52884acb66cd	full	full	synthetic	synthetic_sequence_0_based_half_open	5b12846a91748e33147f3b883785cc73aba538bc89e59409a65203160a2b9a91	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0198	ssw_cuda_corpus_case_v1	fuzz-large-0198	fuzz-large-0198:query	fuzz-large-0198:reference	6ec278726261497bf5b535cfbd203f3cc134dc132646a04875b396d572d0a45f	a66d97cacb4bd72461e66fd166410d90f66033d8ca6e4d9ff9426fe851b3bb0d	full	full	synthetic	synthetic_sequence_0_based_half_open	780d24428a2fd5316ecd945f24b2b4cda6c04bfad6570ec6c6240b9f7984ec28	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
pair	ssw_cuda_corpus_case_v1	fuzz-large-0199	ssw_cuda_corpus_case_v1	fuzz-large-0199	fuzz-large-0199:query	fuzz-large-0199:reference	d626b44ab3b459c7b227a284aedd0571e3cc648b96fb77b6d2121cd66641daca	b18edda9526de03e951794f1ade229a4f81e183b52c4acb3c831905fdae78f9e	full	full	synthetic	synthetic_sequence_0_based_half_open	2565bc067deb9c4babb176b950deed279160c574c6c5c446c86210cd02cf4b2c	paper/ssw_cuda/corpus_manifest.tsv;paper/ssw_cuda/corpus_receipt.json	ssw_cuda_differential_corpus_deterministic_fuzz
