artifact_id	artifact_path	artifact_kind	exists	size_bytes	sha256	producer_command	runtime_commit	input_digests	config_digest	created_at	source_classification	claim_ids	notes
A061	paper/source_data/generalization_failures_pre_freeze.tsv	failure_inventory	1	56	bfae78f0af6532fed96bd0e5a5dd999f68e360e59d3d0bfed09ff79e24884e21	python3_scripts/summarize_fasim_gasal2_paper_phase3.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase3_artifact_manifest_sha256=ef16dbbb7250304a46ac28d2584bedfd1186e3497fd7bc8038b3b004edc52b40	2026-07-16T06:21:21Z	reproduced_current_epoch	C2,C3	Header-only technical failure inventory; no Phase 3 technical failures occurred
A062	paper/source_data/generalization_mismatch_top5_pre_freeze.tsv	mismatch_detail_table	1	174140	8c82690b26d5c8c3714e2d659a61274f9a53d416f19c8d1a6bbb10b533231d32	python3_scripts/summarize_fasim_gasal2_paper_phase3.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase3_artifact_manifest_sha256=ef16dbbb7250304a46ac28d2584bedfd1186e3497fd7bc8038b3b004edc52b40	2026-07-16T06:21:21Z	reproduced_current_epoch	C2,C3	Four hundred twenty raw and clustered ranked representative rows for all nine mismatch pairs
A063	paper/ablation_resource_report.md	evidence_document	1	4492	f97f4f20859c32b84810d41571586a52c55c7112e455d2f4a1089c27004b78e7	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase4_artifact_manifest_sha256=6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	2026-07-16T07:08:27Z	reproduced_current_epoch	C4,C5,C6	Generated Phase 4 report separating linked ablation archive restore bounded merge exact stage end-to-end and resources
A064	paper/phase4_artifact_manifest.tsv	artifact_manifest	1	72541	6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	NA	2026-07-16T07:08:27Z	reproduced_current_epoch	C5,C6	Digest inventory for 539 immutable Phase 4 raw and derived files
A065	paper/source_data/ablation_resource_runs_pre_freeze.tsv	raw_run_table	1	8169	344103407045f6e2d1663cefa3915d52c035b2788311a0b65f599d764f85864f	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase4_artifact_manifest_sha256=6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	2026-07-16T07:08:27Z	reproduced_current_epoch	C5,C6	Thirty-two normalized run receipts including twenty-four timed runs and eight warm-ups
A066	paper/source_data/ablation_resource_pairs_pre_freeze.tsv	raw_run_table	1	9769	324f15cc04bc46dde76f270bf01cdd88fb19e2c5f9ef6900a266b6bbd2059ce5	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase4_artifact_manifest_sha256=6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	2026-07-16T07:08:27Z	reproduced_current_epoch	C5,C6	Twelve clean paired receipts with explicit NA fields for inapplicable restore merge stage work and resource telemetry
A067	paper/source_data/ablation_resource_summary_pre_freeze.tsv	machine_readable_summary	1	2002	f4d62a0e64ebfb22f7160a1c014561e645f165daf7ebd603c4e6c36e9904f7e4	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase4_artifact_manifest_sha256=6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	2026-07-16T07:08:27Z	reproduced_current_epoch	C5,C6	Four workload summaries with inclusive IQR stage storage merge and resource metrics
A068	paper/source_data/ablation_linked_contrasts_pre_freeze.tsv	machine_readable_summary	1	933	76969b9735267b88358f887ff9ee9a8351eecf328c77e9cb6852677f34714203	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase2_core_source_rows	phase4_linked_ablation_no_triad	2026-07-16T07:08:27Z	reproduced_current_epoch	C1,C4	Three linked current-epoch contrasts; no cross-target A/B/C speedup is constructed
A069	paper/source_data/resource_boundary_pre_freeze.tsv	machine_readable_summary	1	2946	3216fef03edaff3f5b58f6dad22e7b694bd1b7a1e3e6a89badeb406e537574a4	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	current_epoch_pairs_and_digest_verified_multiworker_summary	phase4_resource_methods_explicit	2026-07-16T07:08:27Z	reproduced_current_epoch	C4,C5,C6	Current one-worker peaks plus retained low-density success and high-density OOM evidence; pinned peak unavailable
A070	paper/source_data/ablation_resource_failures_pre_freeze.tsv	failure_inventory	1	28	c0ccedf03293d17f7f012640d1622f504489d9dbd0c19e198affb9794712c9f2	python3_scripts/summarize_fasim_gasal2_paper_phase4.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_manifest_sha256=b099762257b60ce2922a7e19920bad30e05b9cdf2af4381c60596a41ca3cb7d3	phase4_artifact_manifest_sha256=6bc1e07681db54d0c543512b835b0030b702c366a31645b480e20bf4aedf4fec	2026-07-16T07:08:27Z	reproduced_current_epoch	C5,C6	Header-only technical failure inventory; no Phase 4 technical failures occurred
A071	paper/source_data/benchmark_runs.tsv	frozen_source_data	1	88313	d120fbce6af2170d34b124cefd31ed0192b6990faa79c1a4656762e5728777a3	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase2_phase3_phase4_receipts_and_manifests	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	One hundred sixty-seven normalized run rows; warm-ups and guards remain explicit
A072	paper/source_data/paired_speedups.tsv	frozen_source_data	1	30445	1d28a8cb9c7acb1f2e8c7e0189ea2b7d1f5b9b7f9a440c4395e8bfb10f205ae5	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase2_phase3_phase4_pair_summaries	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	Sixty-one paired comparisons including seven retained mismatch pairs
A073	paper/source_data/correctness.tsv	frozen_source_data	1	18359	f169ebe401b44dc19167a7ca055219301d1793b693b9a06866dbbf66df013e2a	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	paired_comparator_and_guard_receipts	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C2,C3,C7	Sixty-one paired contract rows and three fail-closed guard rows
A074	paper/source_data/generalization.tsv	frozen_source_data	1	3243	d136e5380b9c9c40cdc96238dc07c8c07925f1ab8e1c543088259550e05bc589	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase3_preregistered_workload_and_guard_tables	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C2,C3	Thirteen supported-query outcomes and three full-length guards
A075	paper/source_data/ablation.tsv	frozen_source_data	1	2216	497e10a216071617893ea238c0fa15e66d36ddb07c91f3505af53122cd44c5f0	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase2_phase4_ablation_summaries	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C4,C5,C6	Seven paired and linked ablation summaries
A076	paper/source_data/resources.tsv	frozen_source_data	1	3353	127e2c8f9bf0fad5444f86de167e806a7d19500077571a9781d0313665658c96	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase4_resource_table_and_verified_historical_summary	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C4,C5,C6,C7	Current resource peaks plus retained high-density OOM rows
A077	paper/source_data/archive_first.tsv	frozen_source_data	1	2670	ff7fddde636663c59f79cc19977e0071a39738b094a37e8144a74f43860c09e0	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	phase4_archive_pair_summaries	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C5	Three exact restore rows and three bounded exact merge rows
A078	paper/source_data/operating_envelope.tsv	frozen_source_data	1	2051	4c8c0fad548dec9e224c699eee3b3f69f20ec19349ce80cce7d1e7a988d174b4	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	current_epoch_max8_and_digest_verified_historical_rows	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C7	Repeated max8 evidence and five descriptive operating-envelope rows
A079	paper/source_data/exclusions.tsv	frozen_source_data	1	18000	063d3a235e57c44999f35b26b02d0fa36a5b458e7f33c17c25e3b7fcc6245233	python3_reproduce/collect_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	warmup_guard_and_failure_receipts	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	All non-performance runs and superseded or failed derived records remain explicit
A080	paper/source_data/paired_speedup_summary.tsv	frozen_statistical_summary	1	11180	f8bbfc76dbd7edc1855e14c25deaad96bbde44972cf930ef6834aad76236ecae	python3_reproduce/analyze_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	paired_speedups_sha256=1d28a8cb9c7acb1f2e8c7e0189ea2b7d1f5b9b7f9a440c4395e8bfb10f205ae5	seed=20260715_resamples=10000	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C4,C5,C6,C7	Twenty-one workload summaries with median IQR range and bootstrap interval when n is at least three
A081	paper/source_data/paired_speedup_summary.json	frozen_statistical_summary	1	30412	927176644c4800a311f83352c7b0ebf60264d3c6c56eb57c323e34f3dd00cb0b	python3_reproduce/analyze_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	paired_speedups_sha256=1d28a8cb9c7acb1f2e8c7e0189ea2b7d1f5b9b7f9a440c4395e8bfb10f205ae5	seed=20260715_resamples=10000	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C4,C5,C6,C7	JSON representation of the frozen paired statistical summaries
A082	paper/source_data/source_data_manifest.tsv	freeze_manifest	1	1457	55f8bc9d44d0fc63f5a111f37130a7e91684ba99e9aa00a8d3a0e3b234b57663	python3_reproduce/freeze_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_and_phase2_phase3_phase4_manifest_digests	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	Non-self-referential manifest for eleven final source-data files
A083	paper/source_data/DATA_FREEZE.md	freeze_document	1	3406	e814955b3d6e9fc704b1365cf9d076c0b5fc0f513078bf98212357a329c85326	python3_reproduce/freeze_results.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	workload_and_phase2_phase3_phase4_manifest_digests	paper-data-v1-dccfd49-20260716	2026-07-16T07:49:42Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	Runtime provenance statistics contract file digests and known limitations
A084	paper/figures/render_manifest.tsv	figure_table_manifest	1	4115	c80f018e531a3b81476f9eb1828990ca005a55207b1a7781a2ea4f79b6f14184	python3_reproduce/render_figures.py	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	data_freeze_id=paper-data-v1-dccfd49-20260716	five_vector_figure_sets_four_table_bundles	2026-07-16T08:22:58Z	frozen_source_data	C1,C2,C3,C4,C5,C6,C7	Non-self-referential SHA-256 manifest for thirty generated figure table supplementary and caption files
