run_id	workload_id	role	query_id	query_length_nt	fragment_position	target_id	target_region	pair_id	mode	warmup	status	runtime_epoch	config_digest_sha256	wall_seconds	max_rss_kb	gpu_memory_peak_mib	gpu_temperature_peak_c	gpu_power_peak_w	receipt_path
g09_kcnq1ot1_3p_2048_chr11__pair02__candidate__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	2	candidate	0	complete	0	820e320e2084fc33a34b364ff7ad07943de1bf02dbcfa434cc85ae3d670bb76d	3.4746248020092025	715764	15071.0	30.0	119.15	g09_kcnq1ot1_3p_2048_chr11__pair02__candidate__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__pair03__baseline__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	3	baseline	0	complete	0	e3d67b362e1c6705fbb1929fe6beb6f5fb4870293f4a6aa5e74b15e4dea67204	70.70876164198853	206864	477.0	26.0	46.81	g09_kcnq1ot1_3p_2048_chr11__pair03__baseline__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__pair03__candidate__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	3	candidate	0	complete	0	174df2243f0b36d647a2f12199100e916852686450ce9c69adc6c06a4f22b6fd	3.4875565479742363	715680	15071.0	32.0	113.75	g09_kcnq1ot1_3p_2048_chr11__pair03__candidate__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__warmup__baseline__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	0	baseline	1	complete	0	5eab3916708438629dc8dc8cc9912737b1c67c341c6c96db7c4835b57b2a07c7	70.8548560430063	207076	34.0	27.0	21.8	g09_kcnq1ot1_3p_2048_chr11__warmup__baseline__0/run-complete.json
g09_kcnq1ot1_3p_2048_chr11__warmup__candidate__0	g09_kcnq1ot1_3p_2048_chr11	generalization_core	KCNQ1OT1	2048	3p	chr11_center_2mb	slice:66543311-68543311	0	candidate	1	complete	0	4eb14a9742f844b130118fdffa5da963c1864c07c3470fae9d8715fd31b62106	3.4742329000728205	715548	15071.0	34.0	118.71	g09_kcnq1ot1_3p_2048_chr11__warmup__candidate__0/run-complete.json
g10_h19_full_chr11__pair01__baseline__0	g10_h19_full_chr11	breadth	H19	2812	full	chr11_center_2mb	slice:66543311-68543311	1	baseline	0	complete	0	b30ff4003ebeed51561caecf71f149e6b5f42a2d44212db094ca0c9567cb01de	116.01255977805704	198428	34.0	27.0	21.76	g10_h19_full_chr11__pair01__baseline__0/run-complete.json
g10_h19_full_chr11__pair01__candidate__0	g10_h19_full_chr11	breadth	H19	2812	full	chr11_center_2mb	slice:66543311-68543311	1	candidate	0	complete	0	da39350e77c189f3d4c17cec0e7411c48b7793e89af1ec327f196b470fadcb34	5.831575772957876	881352	19769.0	36.0	119.87	g10_h19_full_chr11__pair01__candidate__0/run-complete.json
g10_h19_full_chr11__warmup__baseline__0	g10_h19_full_chr11	breadth	H19	2812	full	chr11_center_2mb	slice:66543311-68543311	0	baseline	1	complete	0	e471b0e8456f29890af372ac82b4a4d18bc6e3e733002f620318dadc7d757be0	115.91948961594608	198308	34.0	26.0	21.78	g10_h19_full_chr11__warmup__baseline__0/run-complete.json
g10_h19_full_chr11__warmup__candidate__0	g10_h19_full_chr11	breadth	H19	2812	full	chr11_center_2mb	slice:66543311-68543311	0	candidate	1	complete	0	df0c6d7fe2063479ff5fe9d3236a8110797fa487fde9d994bb5de5b0da843885	5.846661124960519	881648	19769.0	35.0	118.99	g10_h19_full_chr11__warmup__candidate__0/run-complete.json
g11_h19_full_chr21__pair01__baseline__0	g11_h19_full_chr21	breadth	H19	2812	full	chr21_center_2mb	slice:22354991-24354991	1	baseline	0	complete	0	a745dca44ba6dcbe5162cad285450e84586abccf4ae6497c3c88e92217167caa	114.05731801898219	198344	34.0	27.0	21.77	g11_h19_full_chr21__pair01__baseline__0/run-complete.json
g11_h19_full_chr21__pair01__candidate__0	g11_h19_full_chr21	breadth	H19	2812	full	chr21_center_2mb	slice:22354991-24354991	1	candidate	0	complete	0	a766c3af3985d567d989cfbd4f45ec5d6b3cf36979597a9072d185de664b2bdb	5.580489463056438	850652	19769.0	35.0	129.74	g11_h19_full_chr21__pair01__candidate__0/run-complete.json
g11_h19_full_chr21__warmup__baseline__0	g11_h19_full_chr21	breadth	H19	2812	full	chr21_center_2mb	slice:22354991-24354991	0	baseline	1	complete	0	5a8e215fa2d79e3b7eda06883147ef6d89e59cf546179b9a1b84bbd25e0631ab	114.11734050197992	198452	34.0	27.0	21.78	g11_h19_full_chr21__warmup__baseline__0/run-complete.json
g11_h19_full_chr21__warmup__candidate__0	g11_h19_full_chr21	breadth	H19	2812	full	chr21_center_2mb	slice:22354991-24354991	0	candidate	1	complete	0	ac602c0c39357cc012e16c8aa9e1519315a6d3b6aac22ab62ea5348a9daae606	5.5799024580046535	850496	19769.0	36.0	120.03	g11_h19_full_chr21__warmup__candidate__0/run-complete.json
g12_h19_full_chr22__pair01__baseline__0	g12_h19_full_chr22	breadth	H19	2812	full	chr22_center_2mb	slice:24409234-26409234	1	baseline	0	complete	0	c058181347c30a24a9b03efb1884b174da3ef9ffb2d6e79abc02717f3e5d8360	115.96162993903272	198292	34.0	28.0	36.38	g12_h19_full_chr22__pair01__baseline__0/run-complete.json
g12_h19_full_chr22__pair01__candidate__0	g12_h19_full_chr22	breadth	H19	2812	full	chr22_center_2mb	slice:24409234-26409234	1	candidate	0	complete	0	575228866e90585bfc545846b75ab788aa2b6d997607a6ca8a78fdc8c304ff2f	5.693665407947265	873012	19769.0	37.0	120.09	g12_h19_full_chr22__pair01__candidate__0/run-complete.json
g12_h19_full_chr22__warmup__baseline__0	g12_h19_full_chr22	breadth	H19	2812	full	chr22_center_2mb	slice:24409234-26409234	0	baseline	1	complete	0	161667b977fbd24233558db07e5f61b3945c1122fd935fb753b193d7623f3dca	115.03011848393362	198424	34.0	27.0	21.83	g12_h19_full_chr22__warmup__baseline__0/run-complete.json
g12_h19_full_chr22__warmup__candidate__0	g12_h19_full_chr22	breadth	H19	2812	full	chr22_center_2mb	slice:24409234-26409234	0	candidate	1	complete	0	122a6b4be056aa17564239bb0ee906d6aac202a38ad575142f5070a695021d78	5.7563840369693935	871156	19769.0	36.0	117.51	g12_h19_full_chr22__warmup__candidate__0/run-complete.json
g13_meg3_full_chr11__pair01__baseline__0	g13_meg3_full_chr11	breadth	MEG3	1582	full	chr11_center_2mb	slice:66543311-68543311	1	baseline	0	complete	0	debe97042f4e20b4a0c6c095c5399ee12db80eb0bf43c15cb0eb4ea09b685582	70.31656244699843	221088	34.0	27.0	21.9	g13_meg3_full_chr11__pair01__baseline__0/run-complete.json
g13_meg3_full_chr11__pair01__candidate__0	g13_meg3_full_chr11	breadth	MEG3	1582	full	chr11_center_2mb	slice:66543311-68543311	1	candidate	0	complete	0	0b13400d1a72ce7b8edf86c7e2ec182376bf558512f86e37069bf9b1b65683ef	4.528331688023172	639324	10413.0	35.0	106.99	g13_meg3_full_chr11__pair01__candidate__0/run-complete.json
g13_meg3_full_chr11__warmup__baseline__0	g13_meg3_full_chr11	breadth	MEG3	1582	full	chr11_center_2mb	slice:66543311-68543311	0	baseline	1	complete	0	bfb313a30018c8cc55e2477db626a2b65ca77ecfa8e16be2213be53132fd401d	70.2642024459783	221044	34.0	27.0	21.87	g13_meg3_full_chr11__warmup__baseline__0/run-complete.json
g13_meg3_full_chr11__warmup__candidate__0	g13_meg3_full_chr11	breadth	MEG3	1582	full	chr11_center_2mb	slice:66543311-68543311	0	candidate	1	complete	0	b72ffac42503b35dd6323277379f2a98d2a644860b085ed4ac62aecfd86513f2	4.477488019969314	639592	10413.0	32.0	105.93	g13_meg3_full_chr11__warmup__candidate__0/run-complete.json
n01_malat1_full_guard__pair00__preflight__0	n01_malat1_full_guard	negative_control	MALAT1	8708	full	malat1_dna	full	0	preflight	0	complete	0	335dc514ec90df54f9ef65cffa54411d508c26de556165c277108ac0cecebcd2	0.0		34.0	25.0	21.65	n01_malat1_full_guard__pair00__preflight__0/run-complete.json
n02_neat1_full_guard__pair00__preflight__0	n02_neat1_full_guard	negative_control	NEAT1	22767	full	neat1_dna	full	0	preflight	0	complete	0	61450fe329517a3d45feaf23b2296fb0057042ab302bf484a795ec7c31481363	0.0		34.0	25.0	21.68	n02_neat1_full_guard__pair00__preflight__0/run-complete.json
n03_kcnq1ot1_full_guard__pair00__preflight__0	n03_kcnq1ot1_full_guard	negative_control	KCNQ1OT1	91667	full	chr22_full	full	0	preflight	0	complete	0	2f33fd6f60c88b95dd8943a6b5bcd1963817f40b866c6f8bb5123b98b12a99f2	0.0		34.0	25.0	21.71	n03_kcnq1ot1_full_guard__pair00__preflight__0/run-complete.json
