record_id	record_role	source_release	assembly	original_gene_id	original_gene_name	original_transcript_id	selection_rule	sequence_length	chromosome	strand	tss	region_start	region_end	sequence_sha256	file_sha256	path	license_note	split	status
at0156	target	GENCODE v49	GRCh38	ENSG00000160193.13	WDR4	ENST00000398208.3	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	42879539	42879039	42881539	a2a0bb8c5640ac572be4bce986fedf4d33a378cb4044729b64af5c571eb1ed9f	b64b5c39bcf257e5387f72812e2ae0a98d6f07b4b399495296d15b5ecafe0ca4	reproduce/bioinformatics/application_inputs/targets/at0156.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0157	target	GENCODE v49	GRCh38	ENSG00000160194.19	NDUFV3	ENST00000354250.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	42893309	42891309	42893809	b15a79ce4e265007c190bf83340c077a8d5b0550f9b8b2c3ee1efc6113ab1f9c	14709e7ef75507880ef39e2bcd7e40274e37cea8173a86943463fe7c3844972d	reproduce/bioinformatics/application_inputs/targets/at0157.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0158	target	GENCODE v49	GRCh38	ENSG00000233056.4	ERVH48-1	ENST00000447535.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	42925630	42925130	42927630	46e483ecab21ac0e8a5b3ba2de76f3c57d323ea5fbec16783292f20e03dea736	5210e8b372e0c0028c3993e30be1593fcb4d4e470e626977f3ff64577a36d15a	reproduce/bioinformatics/application_inputs/targets/at0158.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0159	target	GENCODE v49	GRCh38	ENSG00000160199.16	PKNOX1	ENST00000291547.10	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	42974562	42972562	42975062	89afb77d518ae2492c20786e7e0a3a2a07048d8c4ec2deea2b18e62cd304523b	dc839942ca9e60bdba6751b3af45e22b579fd07feceaaaeb97cc065c2ed1faeb	reproduce/bioinformatics/application_inputs/targets/at0159.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0160	target	GENCODE v49	GRCh38	ENSG00000160200.19	CBS	ENST00000398165.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	43075835	43075335	43077835	584683308a51b1705d8ca3e94c875ec93754c7c6ac4cc4763fb7f24f78b7b730	bc5bae6efb1b2fe3a9bd3ab32d4359fd82bdd4baef1a2109ec1962d6bf6f6bd5	reproduce/bioinformatics/application_inputs/targets/at0160.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0161	target	GENCODE v49	GRCh38	ENSG00000160201.13	U2AF1	ENST00000291552.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	43107570	43107070	43109570	e4ed924a3f27cdfa3a29ddc6a2ac83dbb9533e637daaa42beb41d18b853b7966	80342c344f2c5255c5a2b42c4fe48dadb4fd401f0686a4963e93903b48d49742	reproduce/bioinformatics/application_inputs/targets/at0161.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0162	target	GENCODE v49	GRCh38	ENSG00000160202.8	CRYAA	ENST00000291554.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43169008	43167008	43169508	59a40dc7b18558194030ab3967774cdaa62fed5362c6c3412b2a613b7d806312	5d76840b9603778682eb6fa0b27663a28ddb77b14958f3d7cb1785bd2d8262fd	reproduce/bioinformatics/application_inputs/targets/at0162.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0163	target	GENCODE v49	GRCh38	ENSG00000142178.10	SIK1	ENST00000270162.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	43427131	43426631	43429131	8bd4e2852eb4c22f022fb32d4fdf6d0a6d5154fb2dc881a140b0fe0c129382af	a544db5e253ab70e8716695bc0be2978470d93c2825b99d94e7b6f0a0df83b00	reproduce/bioinformatics/application_inputs/targets/at0163.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0164	target	GENCODE v49	GRCh38	ENSG00000234289.6	H2BC12L	ENST00000599962.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43565182	43563182	43565682	9970745f94971b3741aa1b37658a783d65cea150c6b94f82b14c6347734bcab2	26b0a4343a75add7b0c6ba94e249c324cf388a9652bd6b757abaa80cb5fce04b	reproduce/bioinformatics/application_inputs/targets/at0164.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0165	target	GENCODE v49	GRCh38	ENSG00000160207.10	HSF2BP	ENST00000291560.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	43659488	43658988	43661488	b59f3c9b2b560b5ab601eea40074dc8af10a0ba790b676798a30c2c54d32e0f7	40e3fed0b78b1997301ba48f6cd2f402ef314151fecfa2e8b5d943d7c6435e1d	reproduce/bioinformatics/application_inputs/targets/at0165.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0166	target	GENCODE v49	GRCh38	ENSG00000160208.13	RRP1B	ENST00000340648.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43659560	43657560	43660060	20fe6622164710352780de4f0d9154366f0e0b2cb589dceafd884aea8831eefd	45cc5c69440b91e207cfa2e4b1098bdc3f1204a8091da753a71b026a1de78d1c	reproduce/bioinformatics/application_inputs/targets/at0166.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0167	target	GENCODE v49	GRCh38	ENSG00000160209.20	PDXK	ENST00000291565.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43719129	43717129	43719629	ea7b44c075f6ecdeab8afe9b9ffcf01291a0d0e1d2cc48de67721e3e976da27c	cf54a33b22b73562f9d2f3e2f4f615aea94b040ee693f6621ed204d7debb3d4c	reproduce/bioinformatics/application_inputs/targets/at0167.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0168	target	GENCODE v49	GRCh38	ENSG00000160213.11	CSTB	ENST00000291568.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	43776308	43775808	43778308	d77cbca41cdb8af9c31dae44d7bdee551a27606387d9b10fd57678cdef4f0183	21f882a5a899c9fbe3307175c23530285935c1ae2ccfb32357474217b01be7e3	reproduce/bioinformatics/application_inputs/targets/at0168.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0169	target	GENCODE v49	GRCh38	ENSG00000160214.14	RRP1	ENST00000497547.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43789577	43787577	43790077	ae5825a6d5fcd1751e72177ca5f47d3678677effe20183d88c3b590d5ed12b39	40692a3c11fb215848db2e00b5ed76d46b683d846d3b1b0f4b00d80ac27afd80	reproduce/bioinformatics/application_inputs/targets/at0169.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0170	target	GENCODE v49	GRCh38	ENSG00000160216.21	AGPAT3	ENST00000291572.13	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43865223	43863223	43865723	f3e03394a72e4342522a9fdab4a7c71f01ff5e60006fbd6d7de526dfa7bf7caf	bf45fc6917a2b1e9aac81b962586d8ef7bb080c5966c6617362696a1194fa1e0	reproduce/bioinformatics/application_inputs/targets/at0170.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0171	target	GENCODE v49	GRCh38	ENSG00000288593.1	ENSG00000288593	ENST00000674444.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	43939919	43937919	43940419	cc367c6753128953fd96b7c18dad30c886d2d7742ab01070861106a8a844fef1	7d2e93d26c7f605627571a7af8f4759c3c9449992932eaa1b0c052ac2da08154	reproduce/bioinformatics/application_inputs/targets/at0171.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0172	target	GENCODE v49	GRCh38	ENSG00000160218.14	TRAPPC10	ENST00000291574.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44012309	44010309	44012809	11625286395b5c180b3044c71cbdebc406c1a2fc838a100876259c0b29c71f86	3a6844920fc53b0c84c392cd87adf6cd0fa3869a6ce4f53d66571c4f1578c392	reproduce/bioinformatics/application_inputs/targets/at0172.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0173	target	GENCODE v49	GRCh38	ENSG00000241945.9	PWP2	ENST00000291576.12	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44107399	44105399	44107899	23c423d0e885de05742affd510d82783a78c14376af9d6a3272bd8859ec076a4	7b3354d8d347ae0b31d71bc29b58ce275c51fe7bf02ec2b82e71e9056cfec7c0	reproduce/bioinformatics/application_inputs/targets/at0173.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0174	target	GENCODE v49	GRCh38	ENSG00000160221.19	GATD3	ENST00000291577.11	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44133683	44131683	44134183	3ed7bc15b8a5c0947d72f48c867abf14c37dd83b137422d14013b47eef64de66	0475478ded2f018ec087bdd7225d4d93cf30401d99d1f04e821b1ba8718247ce	reproduce/bioinformatics/application_inputs/targets/at0174.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0175	target	GENCODE v49	GRCh38	ENSG00000160223.19	ICOSLG	ENST00000407780.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44240943	44240443	44242943	9a4d53cf79f14a599fdb9e2a4838e1ec09a28b902af51766ca61974fbc5bd362	7a7887b39f8507ef1d0c1cb8deb0f0ebe6164b065f24b14e4b7b90c51a9f3824	reproduce/bioinformatics/application_inputs/targets/at0175.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0176	target	GENCODE v49	GRCh38	ENSG00000142182.9	DNMT3L	ENST00000628202.3	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44261897	44261397	44263897	1e8c9351197eb1a3f0357f8bb73d996c68aaeb01df4d73167f26d4471561aa21	fd146b710a1ba76424478fc40514f5259ab012c0f23135808f8a89858b56ea7c	reproduce/bioinformatics/application_inputs/targets/at0176.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0177	target	GENCODE v49	GRCh38	ENSG00000160224.18	AIRE	ENST00000291582.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44285876	44283876	44286376	12e6cdec7079131bcf73ee7e96e3994c9f1ad7c0c32d37de4d767d24d680d6a5	f6e2b85e1c9930827d24fcd3f570b3113fefd20da08423d3ed630582223cf1b2	reproduce/bioinformatics/application_inputs/targets/at0177.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0178	target	GENCODE v49	GRCh38	ENSG00000141959.18	PFKL	ENST00000349048.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44300053	44298053	44300553	74a349472a779544a5f90be41088748659216ac9d98c43bd43b3da97f11e860f	df4e1ab1c6f0cdbdd0442bec47cebfb326523903bf91e8e4f0575ae5f4e9149e	reproduce/bioinformatics/application_inputs/targets/at0178.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0179	target	GENCODE v49	GRCh38	ENSG00000160226.16	CFAP410	ENST00000339818.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44339390	44338890	44341390	472f60073086fcb889af62f17ef75713cca4323af31cf8b8f758e0643562b654	88929ef43729901ea14b04f0de3f21cb39283b7292d34a1a0466582ca769d094	reproduce/bioinformatics/application_inputs/targets/at0179.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0180	target	GENCODE v49	GRCh38	ENSG00000142185.19	TRPM2	ENST00000397928.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44353621	44351621	44354121	9cb3fd87cbd8a33c481e78778e4811c9e154e8626b7bc20a921fb9e3efa0ef63	a87619f8a269f260860314710a77cce09b60a684987a4ef77ca2b83ea7070148	reproduce/bioinformatics/application_inputs/targets/at0180.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0181	target	GENCODE v49	GRCh38	ENSG00000160233.9	LRRC3	ENST00000291592.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44455510	44453510	44456010	73b60049e689d4fb6ecc5196daa34e666e6362117f4113b5045083b2f92dbd6a	e7a71a0fd1500a07274ed0e2d0e10e18ff5275bfaf24412a0f1996d0458af5d7	reproduce/bioinformatics/application_inputs/targets/at0181.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0182	target	GENCODE v49	GRCh38	ENSG00000215455.4	KRTAP10-1	ENST00000400375.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44540195	44539695	44542195	7067c984e23c0f2ac983f385c1b8dce7d7b8649f1c1c677efb82383c3e481e8d	f8a2ecff2e8dc0ec7e8a3342b024db39114f188538c0b7e788f70421246e6c85	reproduce/bioinformatics/application_inputs/targets/at0182.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0183	target	GENCODE v49	GRCh38	ENSG00000205445.3	KRTAP10-2	ENST00000391621.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44551505	44551005	44553505	b41286ec753c12b2990d36c5bac1d64cc9290334e5425facae8a71b39ed7a9e4	af1afae4ffeccb6b24ce03d41cec3582d6be3116e72f9121719aadba58d6ea57	reproduce/bioinformatics/application_inputs/targets/at0183.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0184	target	GENCODE v49	GRCh38	ENSG00000212935.2	KRTAP10-3	ENST00000391620.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44558795	44558295	44560795	1f455d5bf59f3fe4a6cd838acfda3176c356ebdaab113297493315da966e797c	7625cc751d75fb109141518ce681bf5faa325acb9f2ead29f0dbe3293d1fa629	reproduce/bioinformatics/application_inputs/targets/at0184.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0185	target	GENCODE v49	GRCh38	ENSG00000215454.7	KRTAP10-4	ENST00000400374.4	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44573729	44571729	44574229	b58f0743e3a0e748e54a8074a936ce51dda91b7ee82338a0201b8e474a74c64e	e45aaa456b08520cc0454ac67050325a15a3433eaf7d737ed5d66284e50685fc	reproduce/bioinformatics/application_inputs/targets/at0185.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0186	target	GENCODE v49	GRCh38	ENSG00000241123.1	KRTAP10-5	ENST00000400372.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44580604	44580104	44582604	bd0df357ce1d3eacbaf1cab8b70a22272cdbfce72f77d830dfe6377a10e47826	c514be313288f43fc4a661f91602ca2213af4e80a78292cc8970fb0cd3961267	reproduce/bioinformatics/application_inputs/targets/at0186.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0187	target	GENCODE v49	GRCh38	ENSG00000188155.11	KRTAP10-6	ENST00000400368.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44592505	44592005	44594505	8dd5d6b49c17fcf96c0239d1367346caaa144fb5e9961ec8941dae8c60b9086e	548cf6954cfcccbcdb1eee8795ec784d8de5317d2b9a91a0400058caad460bb5	reproduce/bioinformatics/application_inputs/targets/at0187.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0188	target	GENCODE v49	GRCh38	ENSG00000272804.3	KRTAP10-7	ENST00000609664.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44600597	44598597	44601097	c7ba6a159c4942f67271249dfbb82035bf1efa19dc4befd44940aa3f6d2c26f8	e5f6d9db8ea6ec41621284a213c1cbd98f3eab2cee4e845b896d489b6718e44f	reproduce/bioinformatics/application_inputs/targets/at0188.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0189	target	GENCODE v49	GRCh38	ENSG00000187766.1	KRTAP10-8	ENST00000334662.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44612079	44610079	44612579	09f4327c1958e834c273ca532a9e3bc7071fdbb8e715a6b1df4056d5338678ce	0e68492a005cfa37f0938414f0c7de6d7bb1b43538269e334f8d1fd205919a54	reproduce/bioinformatics/application_inputs/targets/at0189.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0190	target	GENCODE v49	GRCh38	ENSG00000221837.7	KRTAP10-9	ENST00000397911.5	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44627093	44625093	44627593	3b2228579451c889275e314c97fae308477072d9bdbfc0093012e2e7950bd6c0	27ca055f5090b492f4d914696da37c68522263ba66532a414774c655ef14c5d9	reproduce/bioinformatics/application_inputs/targets/at0190.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0191	target	GENCODE v49	GRCh38	ENSG00000221859.2	KRTAP10-10	ENST00000380095.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44637356	44635356	44637856	5fc1c6fe67fb68465d38b9cbb8cc415c5bbd50c7582abf77a93c102050032194	9ffa19baee84f0c1c858a4c18455add66a40253852df5bb414e00535b8070127	reproduce/bioinformatics/application_inputs/targets/at0191.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0192	target	GENCODE v49	GRCh38	ENSG00000243489.4	KRTAP10-11	ENST00000334670.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44646414	44644414	44646914	5977601704ed71136f64719055e93479f95ddfd94ad735869a6d2a8017458c67	696478238d88eaa2bec6ac2e81a37d13d2f1384ca2bced1004772926fb9147c8	reproduce/bioinformatics/application_inputs/targets/at0192.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0193	target	GENCODE v49	GRCh38	ENSG00000212933.1	KRTAP12-4	ENST00000391618.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	-	44654659	44654159	44656659	9682619021ec937ab41f0ffac7a189c132192e073ea0471ab9ebb6acf47ea86a	8b2008e3f59c31a3fa3d9fe3383dacd8d8a07482dd656b2cd5b505638f6c75cf	reproduce/bioinformatics/application_inputs/targets/at0193.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0194	target	GENCODE v49	GRCh38	ENSG00000205439.10	KRTAP12-3	ENST00000397907.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr21	+	44657932	44655932	44658432	15c3c9bdfd35f312ea8715f3f72cc16421843c097bea18f7494bbd193484a668	707d5cfe655e4eaf2889322dc5922cd00771fd50ea2ccc8f94126f198b3037f7	reproduce/bioinformatics/application_inputs/targets/at0194.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
