source_freeze_id	runtime_epoch	runtime_commit	workload_id	query_id	query_length_nt	fragment_position	query_a_count	query_c_count	query_g_count	query_t_count	query_normalized_sha256	target_id	target_region	rank	rank_equal	mismatch_pair_count	differing_position_count	differing_positions	top5_details_available	top5_details_availability_reason	baseline_top5_identities	candidate_top5_identities	baseline_primary_values	candidate_primary_values	comparator_boundary_ties_equal	baseline_comparator_tie_groups_all_ranks	candidate_comparator_tie_groups_all_ranks	baseline_rank5_rank6_primary_margin	candidate_rank5_rank6_primary_margin	baseline_rank5_rank6_primary_equal	candidate_rank5_rank6_primary_equal	primary_margin_availability_reason	baseline_output_rows	candidate_output_rows	full_missing_rows	full_extra_rows	candidate_active_path	fallbacks	length_guard_fallbacks	runtime_batch_fallbacks	overflow_fallbacks	allocation_state	allocation_state_availability_reason	oom	runtime_telemetry_available	runtime_telemetry_availability_reason	gasal2_requests	traceback_requests	repeat_count	repeat_contract_status_consistent	baseline_repeat_top5_signature_consistent	candidate_repeat_top5_signature_consistent	repeat_top5_signature_consistent	repeat_top5_signature_availability_reason	repeat_consistency_basis	evidence_pair_id
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g08_kcnq1ot1_mid_1024_chr22	KCNQ1OT1	1024	mid	209	340	250	225	8cb66a50fee868d7f54fc2a9d80d21ed66c7ef43ef5313b744d0ba908e1592aa	chr22_center_2mb	slice:24409234-26409234	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:41d96906728e852c;2:446c896281386ae5;3:004901a2f660fad9;4:b8c6165b9ade8fa0;5:46ab5936732ca519	1:41d96906728e852c;2:446c896281386ae5;3:004901a2f660fad9;4:b8c6165b9ade8fa0;5:46ab5936732ca519	1:3.05758;2:2.93191;3:2.86842;4:2.79672;5:2.77213	1:3.05758;2:2.93191;3:2.86842;4:2.79672;5:2.77213	1	0	0	0.03619	0.03619	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3361	3354	27	20	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	945476	372742	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g08_kcnq1ot1_mid_1024_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g08_kcnq1ot1_mid_1024_chr22	KCNQ1OT1	1024	mid	209	340	250	225	8cb66a50fee868d7f54fc2a9d80d21ed66c7ef43ef5313b744d0ba908e1592aa	chr22_center_2mb	slice:24409234-26409234	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:0783d055e40c2141;2:68673c9b0dd217ca;3:9fd00a016aba92ea;4:1c1d4b2d2822e24e;5:84bb3b4479fb1d5d	1:0783d055e40c2141;2:68673c9b0dd217ca;3:9fd00a016aba92ea;4:1c1d4b2d2822e24e;5:84bb3b4479fb1d5d	1:132;2:127;3:112;4:108;5:105	1:132;2:127;3:112;4:108;5:105	1	0	0	2	2	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3361	3354	27	20	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	945476	372742	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g08_kcnq1ot1_mid_1024_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g09_kcnq1ot1_3p_2048_chr11	KCNQ1OT1	2048	3p	911	287	384	466	a5a3608f18f4983f0c19f0bb3e393d20c9f6268c84dd137ec31a628827448190	chr11_center_2mb	slice:66543311-68543311	score	1	0	0	none	1	frozen_mismatch_source_table_validated_against_raw_archive	1:5bdd7a93c93b07bb;2:c878ba669965fcee;3:3796b6c860a90612;4:229df9762e9b1a03;5:ed11db056620bb27	1:5bdd7a93c93b07bb;2:c878ba669965fcee;3:3796b6c860a90612;4:229df9762e9b1a03;5:ed11db056620bb27	1:241;2:240;3:227;4:208;5:199	1:241;2:240;3:227;4:208;5:199	1	0	0	21	21	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3051	3059	43	51	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	707290	315956	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g09_kcnq1ot1_3p_2048_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g09_kcnq1ot1_3p_2048_chr11	KCNQ1OT1	2048	3p	911	287	384	466	a5a3608f18f4983f0c19f0bb3e393d20c9f6268c84dd137ec31a628827448190	chr11_center_2mb	slice:66543311-68543311	stability	1	0	0	none	1	frozen_mismatch_source_table_validated_against_raw_archive	1:a504491d8e6dcca4;2:09c2412362c48aa5;3:e75edc7cf6f088af;4:d17208dca0a44000;5:ceb6a30166e4e23d	1:a504491d8e6dcca4;2:09c2412362c48aa5;3:e75edc7cf6f088af;4:d17208dca0a44000;5:ceb6a30166e4e23d	1:2.63158;2:2.55769;3:2.55556;4:2.4902;5:2.425	1:2.63158;2:2.55769;3:2.55556;4:2.4902;5:2.425	1	0	0	0.06894	0.06894	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3051	3059	43	51	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	707290	315956	3	1	1	1	1	all_frozen_pair_outputs_compared	three_frozen_pairs_with_identical_contract_flags_and_output_digests	g09_kcnq1ot1_3p_2048_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g09_kcnq1ot1_3p_2048_chr11	KCNQ1OT1	2048	3p	911	287	384	466	a5a3608f18f4983f0c19f0bb3e393d20c9f6268c84dd137ec31a628827448190	chr11_center_2mb	slice:66543311-68543311	nt	0	3	1	5	1	frozen_mismatch_source_table_validated_against_raw_archive	1:ed11db056620bb27;2:6142df1fccfcdce5;3:20e6af1b04f560f7;4:8bd45ee5a7358382;5:5a22c595192ce1d6	1:ed11db056620bb27;2:6142df1fccfcdce5;3:20e6af1b04f560f7;4:8bd45ee5a7358382;5:9fcad0b96bba9e6d	1:185;2:174;3:165;4:164;5:152	1:185;2:174;3:165;4:164;5:152	1	0	0	3	3	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	3051	3059	43	51	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	707290	315956	3	1	1	1	1	all_frozen_pair_outputs_compared	three_identical_frozen_top5_signatures	g09_kcnq1ot1_3p_2048_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g10_h19_full_chr11	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr11_center_2mb	slice:66543311-68543311	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:dc46c10c2b9c2dfe;2:fff7d21d0b2d7e46;3:383dfb7540af3f22;4:2736fe84d7f4bd85;5:f80f8a7755ac9b73	1:dc46c10c2b9c2dfe;2:fff7d21d0b2d7e46;3:383dfb7540af3f22;4:2736fe84d7f4bd85;5:f80f8a7755ac9b73	1:205;2:180;3:177;4:176;5:172	1:205;2:180;3:177;4:176;5:172	1	0	0	3	3	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	22941	22971	238	268	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1060302	337167	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g10_h19_full_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g10_h19_full_chr11	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr11_center_2mb	slice:66543311-68543311	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:caa85ebd310a8cd0;2:2933b8fcf95aaf8d;3:6c21178305162703;4:6dafedd312e1cfe9;5:6f43ac0c9c717482	1:caa85ebd310a8cd0;2:2933b8fcf95aaf8d;3:6c21178305162703;4:6dafedd312e1cfe9;5:6f43ac0c9c717482	1:3.21481;2:3.02143;3:2.92063;4:2.85738;5:2.74615	1:3.21481;2:3.02143;3:2.92063;4:2.85738;5:2.74615	1	0	0	0.01096	0.01096	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	22941	22971	238	268	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1060302	337167	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g10_h19_full_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g10_h19_full_chr11	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr11_center_2mb	slice:66543311-68543311	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:dc46c10c2b9c2dfe;2:baff83e6ac45407e;3:cab98eb024f70749;4:c6952b6994239b40;5:fd81bc5e9e96e0c0	1:dc46c10c2b9c2dfe;2:baff83e6ac45407e;3:cab98eb024f70749;4:c6952b6994239b40;5:fd81bc5e9e96e0c0	1:176;2:160;3:155;4:153;5:144	1:176;2:160;3:155;4:153;5:144	1	0	0	3	3	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	22941	22971	238	268	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1060302	337167	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g10_h19_full_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g11_h19_full_chr21	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr21_center_2mb	slice:22354991-24354991	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:9a098338224f86ad;2:7cfda546654a93eb;3:536f80630ab5d9b0;4:bf74ec940a9e4474;5:f08591563630ec79	1:9a098338224f86ad;2:7cfda546654a93eb;3:536f80630ab5d9b0;4:bf74ec940a9e4474;5:f08591563630ec79	1:169;2:164;3:150;4:149;5:146	1:169;2:164;3:150;4:149;5:146	1	1	1	1	1	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	8993	8993	106	106	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1034928	312918	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g11_h19_full_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g11_h19_full_chr21	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr21_center_2mb	slice:22354991-24354991	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:f48de1af3ce1c016;2:63eb3a4e47215ea6;3:4a03ee31f2492932;4:f563a7cb4a520da8;5:aa3d0f5b6c91be71	1:f48de1af3ce1c016;2:63eb3a4e47215ea6;3:4a03ee31f2492932;4:f563a7cb4a520da8;5:aa3d0f5b6c91be71	1:3.26;2:2.94615;3:2.88974;4:2.61739;5:2.53571	1:3.26;2:2.94615;3:2.88974;4:2.61739;5:2.53571	1	1	1	0.04428	0.04428	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	8993	8993	106	106	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1034928	312918	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g11_h19_full_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g11_h19_full_chr21	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr21_center_2mb	slice:22354991-24354991	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:7cfda546654a93eb;2:536f80630ab5d9b0;3:12c844ea58f328ca;4:e3f09d662cb77756;5:f08591563630ec79	1:7cfda546654a93eb;2:536f80630ab5d9b0;3:12c844ea58f328ca;4:e3f09d662cb77756;5:f08591563630ec79	1:139;2:132;3:129;4:128;5:121	1:139;2:132;3:129;4:128;5:121	1	1	1	1	1	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	8993	8993	106	106	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1034928	312918	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g11_h19_full_chr21__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g12_h19_full_chr22	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr22_center_2mb	slice:24409234-26409234	score	1	0	0	none	1	frozen_mismatch_source_table_validated_against_raw_archive	1:8ab4c03cad8213a7;2:275293f01cce1254;3:a3507df9b10332a9;4:9aab8b397b30f8de;5:2b29b5f277ea562f	1:8ab4c03cad8213a7;2:275293f01cce1254;3:a3507df9b10332a9;4:9aab8b397b30f8de;5:2b29b5f277ea562f	1:217;2:201;3:187;4:184;5:179	1:217;2:201;3:187;4:184;5:179	1	0	0	0	0	1	1	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	18039	18056	217	235	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1029034	324335	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g12_h19_full_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g12_h19_full_chr22	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr22_center_2mb	slice:24409234-26409234	stability	0	1	1	2	1	frozen_mismatch_source_table_validated_against_raw_archive	1:0df6a0e8d5732d18;2:deb83291ee0e4b7c;3:1de0d3cddea39e16;4:fc47971508ceb652;5:7f5c9cd8155c4631	1:0df6a0e8d5732d18;2:526d7742bd1e94c8;3:1de0d3cddea39e16;4:fc47971508ceb652;5:7f5c9cd8155c4631	1:3.24918;2:3.10545;3:2.975;4:2.91858;5:2.84556	1:3.24918;2:3.14687;3:2.975;4:2.91858;5:2.84556	1	0	0	0.06837	0.06837	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	18039	18056	217	235	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1029034	324335	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g12_h19_full_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g12_h19_full_chr22	H19	2812	full	571	804	966	471	1e42d7918595347e60b0db307157cfec7e7311b2938aad4533ef3ff25fb20fd7	chr22_center_2mb	slice:24409234-26409234	nt	1	0	0	none	1	frozen_mismatch_source_table_validated_against_raw_archive	1:a3507df9b10332a9;2:9aab8b397b30f8de;3:d985d3fd0620bc8e;4:2b29b5f277ea562f;5:c2dc1ad71b68002b	1:a3507df9b10332a9;2:9aab8b397b30f8de;3:d985d3fd0620bc8e;4:2b29b5f277ea562f;5:c2dc1ad71b68002b	1:179;2:173;3:172;4:169;5:161	1:179;2:173;3:172;4:169;5:161	1	0	0	2	2	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	18039	18056	217	235	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1029034	324335	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g12_h19_full_chr22__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g13_meg3_full_chr11	MEG3	1582	full	318	484	423	357	fd793e663aa9636bb1b3ca2219effb1eab7a3570f436f62292da095a271095ab	chr11_center_2mb	slice:66543311-68543311	score	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:91c26c0f9fabd5fe;2:44ccd933263db4bf;3:4c0820a849505a17;4:f134bd803a736e35;5:c72c0f0836125fa7	1:91c26c0f9fabd5fe;2:44ccd933263db4bf;3:4c0820a849505a17;4:f134bd803a736e35;5:c72c0f0836125fa7	1:147;2:136;3:132;4:130;5:127	1:147;2:136;3:132;4:130;5:127	1	0	0	1	1	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	7507	7495	75	64	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1032452	389923	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g13_meg3_full_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g13_meg3_full_chr11	MEG3	1582	full	318	484	423	357	fd793e663aa9636bb1b3ca2219effb1eab7a3570f436f62292da095a271095ab	chr11_center_2mb	slice:66543311-68543311	stability	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:7f6526fad02bf9f8;2:eb31a7a43b05388b;3:32a102616d5c3323;4:fb86379b29c96ce7;5:fd3bf397f74928d1	1:7f6526fad02bf9f8;2:eb31a7a43b05388b;3:32a102616d5c3323;4:fb86379b29c96ce7;5:fd3bf397f74928d1	1:3.02805;2:2.81538;3:2.75873;4:2.75385;5:2.75	1:3.02805;2:2.81538;3:2.75873;4:2.75385;5:2.75	1	0	0	0.00283	0.00283	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	7507	7495	75	64	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1032452	389923	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g13_meg3_full_chr11__pair01__0
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	g13_meg3_full_chr11	MEG3	1582	full	318	484	423	357	fd793e663aa9636bb1b3ca2219effb1eab7a3570f436f62292da095a271095ab	chr11_center_2mb	slice:66543311-68543311	nt	1	0	0	none	1	checksum_verified_pair01_raw_archive	1:9c33fdeee3755bc9;2:04dc50d671336136;3:88a77ffb94026e21;4:eea95e9386c7fe6f;5:6e3a9430a10c4973	1:9c33fdeee3755bc9;2:04dc50d671336136;3:88a77ffb94026e21;4:eea95e9386c7fe6f;5:6e3a9430a10c4973	1:126;2:121;3:115;4:113;5:109	1:126;2:121;3:115;4:113;5:109	1	0	0	3	3	0	0	recomputed_with_frozen_comparator_semantics_from_checksum_verified_pair01_outputs	7507	7495	75	64	1	0	0	0	0	NA	not_recorded_in_frozen_development_evidence	0	1	frozen_pair_runtime_and_resource_telemetry_present	1032452	389923	1	1	NA	NA	NA	single_frozen_pair_no_multi_repeat_test	single_frozen_pair_no_multi_repeat_test	g13_meg3_full_chr11__pair01__0
