attempt_id	stage	validation_id	arm	order	repeat_id	query_id	target_id	query_path	target_path	query_sha256	target_sha256	authority_reference_kind	authority_reference	authority_reference_sha256	runtime_commit	hybrid_binary_sha256	authority_binary_sha256	runner_commit	runner_sha256	runtime_receipt_sha256	backend_timeout_seconds	gpu_physical_index	contract	claim_role	promotion_eligible	formal_source_data	retry_policy	expected_artifact_root	status
v2reg_hq07_ht01__repeat00	regression	hq07_ht01__repeat00	H	21	0	hq07	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq07_ENSG00000257677_ENST00000552060.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	cf07512acfe9e9a119228e469c39509de57d1a172a310fe5eb11a89a3473c327	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq07_ht01__repeat00/authority/output/GRCh38-ENST00000552060.2|ENSG00000257677.3|LINC02464|GENCODE v49|GRCh38-target-TFOsorted	c0bd188ad194fd46ded16e5b8b913cae711464a456cd4eff5528cfa1cacaf790	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq07_ht01__repeat00	preregistered_not_run
v2reg_hq07_ht02__repeat00	regression	hq07_ht02__repeat00	H	22	0	hq07	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq07_ENSG00000257677_ENST00000552060.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	cf07512acfe9e9a119228e469c39509de57d1a172a310fe5eb11a89a3473c327	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq07_ht02__repeat00/authority/output/GRCh38-ENST00000552060.2|ENSG00000257677.3|LINC02464|GENCODE v49|GRCh38-target-TFOsorted	ca851f3cb89c48c56d0125d65723167e77227345ba5354aed0f7d8a519de5bb7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq07_ht02__repeat00	preregistered_not_run
v2reg_hq08_ht01__repeat00	regression	hq08_ht01__repeat00	H	23	0	hq08	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq08_ENSG00000287213_ENST00000661904.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	4ac575244a2d4bcac4ed84ebab1c8cc4d566197c3cd544a1ab2a9de36381f226	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq08_ht01__repeat00/authority/output/GRCh38-ENST00000661904.1|ENSG00000287213.1|ENSG00000287213|GENCODE v49|GRCh38-target-TFOsorted	e850574cdc802f83cd68457babba3377e17e91e4541584f7f176c9d1325111ea	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq08_ht01__repeat00	preregistered_not_run
v2reg_hq08_ht02__repeat00	regression	hq08_ht02__repeat00	H	24	0	hq08	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq08_ENSG00000287213_ENST00000661904.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	4ac575244a2d4bcac4ed84ebab1c8cc4d566197c3cd544a1ab2a9de36381f226	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq08_ht02__repeat00/authority/output/GRCh38-ENST00000661904.1|ENSG00000287213.1|ENSG00000287213|GENCODE v49|GRCh38-target-TFOsorted	8123bc6f2629a5e0c71c173d21caca05a279081a392ae221900e5689033258b1	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq08_ht02__repeat00	preregistered_not_run
v2reg_hq09_ht01__repeat00	regression	hq09_ht01__repeat00	H	25	0	hq09	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht01__repeat00/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	44d10cde2d4a09ebdca6a3475ff29921706a6ac3575b757d55beba99492541b7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht01__repeat00	preregistered_not_run
v2reg_hq09_ht01__repeat01	regression	hq09_ht01__repeat01	H	26	1	hq09	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht01__repeat01/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	44d10cde2d4a09ebdca6a3475ff29921706a6ac3575b757d55beba99492541b7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht01__repeat01	preregistered_not_run
v2reg_hq09_ht01__repeat02	regression	hq09_ht01__repeat02	H	27	2	hq09	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht01__repeat02/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	44d10cde2d4a09ebdca6a3475ff29921706a6ac3575b757d55beba99492541b7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht01__repeat02	preregistered_not_run
v2reg_hq09_ht02__repeat00	regression	hq09_ht02__repeat00	H	28	0	hq09	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht02__repeat00/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	26842adb67ceab170273ec2b6bb8ebbc8eb60fbdb3172564b78fbb7343bf51be	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht02__repeat00	preregistered_not_run
v2reg_hq09_ht02__repeat01	regression	hq09_ht02__repeat01	H	29	1	hq09	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht02__repeat01/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	26842adb67ceab170273ec2b6bb8ebbc8eb60fbdb3172564b78fbb7343bf51be	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht02__repeat01	preregistered_not_run
v2reg_hq09_ht02__repeat02	regression	hq09_ht02__repeat02	H	30	2	hq09	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq09_ENSG00000229956_ENST00000670550.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	21bd1f4b7fcf310e919d6adb87d09a1dcc5a64ad496aa860361782447de676f4	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq09_ht02__repeat02/authority/output/GRCh38-ENST00000670550.1|ENSG00000229956.12|ZRANB2-DT|GENCODE v49|GRCh38-target-TFOsorted	26842adb67ceab170273ec2b6bb8ebbc8eb60fbdb3172564b78fbb7343bf51be	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq09_ht02__repeat02	preregistered_not_run
v2reg_hq10_ht01__repeat00	regression	hq10_ht01__repeat00	H	31	0	hq10	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq10_ENSG00000178248_ENST00000785836.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	97edb4ee3631b3b725198e39ffcc7d788a31aaa4a964069ff4d3d032ee073b5b	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq10_ht01__repeat00/authority/output/GRCh38-ENST00000785836.1|ENSG00000178248.12|FAM230I|GENCODE v49|GRCh38-target-TFOsorted	1e8606af37e4e8938505bcbd7f651b7bb98b5b84b9427ed5fad0d16c88da22ed	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq10_ht01__repeat00	preregistered_not_run
v2reg_hq10_ht02__repeat00	regression	hq10_ht02__repeat00	H	32	0	hq10	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq10_ENSG00000178248_ENST00000785836.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	97edb4ee3631b3b725198e39ffcc7d788a31aaa4a964069ff4d3d032ee073b5b	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq10_ht02__repeat00/authority/output/GRCh38-ENST00000785836.1|ENSG00000178248.12|FAM230I|GENCODE v49|GRCh38-target-TFOsorted	c34ff3fbdb9d1a069397615e2ed695dd336eb2055ce389a8ccade83e3858cb88	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq10_ht02__repeat00	preregistered_not_run
v2reg_hq11_ht01__repeat00	regression	hq11_ht01__repeat00	H	33	0	hq11	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq11_ENSG00000255857_ENST00000667017.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	a29a008465ae05e377a26d30fbbca1f8f8a324706eec0b3535cac65089a131b9	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq11_ht01__repeat00/authority/output/GRCh38-ENST00000667017.2|ENSG00000255857.9|PXN-AS1|GENCODE v49|GRCh38-target-TFOsorted	d4795a651a2b7388af478b9d0c9357d8b38947dfe495131935a282129bbdbf11	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq11_ht01__repeat00	preregistered_not_run
v2reg_hq11_ht02__repeat00	regression	hq11_ht02__repeat00	H	34	0	hq11	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq11_ENSG00000255857_ENST00000667017.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	a29a008465ae05e377a26d30fbbca1f8f8a324706eec0b3535cac65089a131b9	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq11_ht02__repeat00/authority/output/GRCh38-ENST00000667017.2|ENSG00000255857.9|PXN-AS1|GENCODE v49|GRCh38-target-TFOsorted	394fe813c2e10d9340165d371255a8a54bf493e3c9da90d57db4e99dfd72cd82	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq11_ht02__repeat00	preregistered_not_run
v2reg_hq12_ht01__repeat00	regression	hq12_ht01__repeat00	H	35	0	hq12	ht01	reproduce/bioinformatics/holdout_inputs/queries/hq12_ENSG00000299841_ENST00000766729.fa	reproduce/bioinformatics/holdout_inputs/targets/ht01_ENSG00000159423_chr1_18902299_18904799.fa	6ef792cbf32fb5ca064b9615f1f217cda72aeaf4d324620101ec54411ca9eb93	075b0bcbe0f5f232b030e44a25f27ac4cb05ad4ced6743bac8a0450286cbea43	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq12_ht01__repeat00/authority/output/GRCh38-ENST00000766729.1|ENSG00000299841.1|ENSG00000299841|GENCODE v49|GRCh38-target-TFOsorted	3ad5a88a77c825ab302324715448125a2655e6df2c83e86ae44a910219300bc7	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	0	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq12_ht01__repeat00	preregistered_not_run
v2reg_hq12_ht02__repeat00	regression	hq12_ht02__repeat00	H	36	0	hq12	ht02	reproduce/bioinformatics/holdout_inputs/queries/hq12_ENSG00000299841_ENST00000766729.fa	reproduce/bioinformatics/holdout_inputs/targets/ht02_ENSG00000198722_chr9_35159829_35162329.fa	6ef792cbf32fb5ca064b9615f1f217cda72aeaf4d324620101ec54411ca9eb93	15b67727bcbfe8138a9caa1f5100f822c8b021a6008878c65b361caa83fe224e	frozen_file	.paper-artifacts/bioinformatics-phase2-holdout-v1/formal/hq12_ht02__repeat00/authority/output/GRCh38-ENST00000766729.1|ENSG00000299841.1|ENSG00000299841|GENCODE v49|GRCh38-target-TFOsorted	06c59d4fbf1e802cfcf51d778dc18b1e438f1b1663ca6fa8f5105b2c3166c6cd	17525a6d02e5c8d11a2359ae540e117dc08c8f99	ec40144f172711347068443f99f2ff1de02a192051cb2ada4f2c2476d4ff0cd9	75c59f80ee329fe913edce71ea8a0ec1a63620a978b15d3673f636d62268822e	17525a6d02e5c8d11a2359ae540e117dc08c8f99	2a5b6e66bd23f0a1ad61cd240a65321e6a51ecebaf488e8dc9002b9cc09bf616	fd06cef06fb6a820c911923d91acb67984cdb6751217f3b983e250f3bca9c81c	3600	1	all-ranked-top5-canonical-row-v2	regression_only	0	0	none	regression/v2reg_hq12_ht02__repeat00	preregistered_not_run
